"fips","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019"
9003,49653250,48316127,50494845,56130267,58869657,62902266,68223276,68582413,70102443,71600896,72297913,73755322,71825398,75395746,82444042,83945763,85655542,87708835,89373559
9005,5980324,6229872,6333957,6497399,6702528,7201708,7291512,7508352,7410795,7694541,7855108,8104228,8130956,8012662,8138263,8230751,8354313,8431142,8847956
9007,6954843,7123167,7647177,8350569,8604333,9428645,9922233,9607187,9461587,8229343,8319700,8850798,8902633,9053157,9414387,9455187,9705472,9637735,10039806
9009,33185507,34842777,35429658,38764098,40233321,42792282,44069604,45286629,44708652,45429000,45564454,45430748,46518674,46955517,48546169,49971085,51103971,53258214,55285964
9011,11111053,11862758,12875126,14636798,15653470,17240230,18906051,17994365,16593833,16555495,16612041,16724747,17518425,16911898,17758471,17914167,19047444,19376129,19956591
9013,3349801,3516144,3612026,3835104,3989846,4302574,4574440,4752529,4763212,4846726,4907579,4945569,4977909,5019945,5100809,5240594,5554150,5565839,5733956
9015,3033067,3383038,3421071,3552507,3856552,4356003,4138587,4054432,4185545,4360242,4603269,4549444,4754451,4734898,4895803,4984774,4961409,5125102,5382613
10001,4307529,4552212,4712176,5315768,5509941,5955028,6198098,6253452,6575170,6519797,6548906,6494799,6538906,6833422,7229976,7269615,7431865,7899268,8370319
10003,35683537,34908446,36376979,38788630,38620481,40635680,41297893,39605757,41633087,42900188,45735524,46252783,44754850,50017376,52113578,50158092,50762799,53780348,55201763
10005,6564838,6367575,6642113,7233331,7897759,8366039,8785325,8918388,9059038,8566732,8537363,9119095,9713771,10698952,12204272,11856455,11704781,12507081,13510330
11001,65518401,70072613,74178300,80557403,85349234,88580463,94036823,99532269,100916918,106097780,109998770,112609956,115021130,119722803,124853656,129477061,132853575,138773492,143389328
12001,7091017,7478714,7693330,8635595,9161664,9909385,10741186,10773943,10746516,10753318,10740007,10966835,11297434,11803843,12410044,12911657,13429343,14268736,14966995
12003,330575,351850,364470,393020,420814,468193,546564,554849,540753,499061,502430,507171,512880,529500,550461,570373,593694,623155,637613
12005,4365312,4748087,5086416,5703568,6343587,6889964,7025691,7093117,7030844,6981087,6925477,6966927,7179626,7522881,7871526,8102080,8371324,8752748,9017351
12007,394540,414790,443001,485955,519754,577127,633691,630479,586508,570174,573509,566522,584490,616815,644415,666525,719386,760014,761704
12009,13203412,13811309,14786025,16435001,17968981,19520899,20803047,20865585,20000789,19979572,19480887,19230474,19781138,20510803,21751334,22717320,24053944,25485585,27485088
12011,54130152,57680723,62103666,67428824,74191376,77947146,79510947,77959886,75539760,78743459,79087351,80792374,83369197,87749806,93788662,98234174,103277643,109241859,114760834
12013,173516,171067,179561,182168,190622,224407,236100,229002,239146,246425,233651,227247,223286,257597,272403,274188,301067,267513,296708
12015,2541274,2737422,2905954,3174915,3624154,4002801,4032394,3907738,3752941,3723725,3776913,3886530,4031227,4139290,4455613,4694981,4908354,5188057,5695832
12017,2684205,2754082,2922937,3179879,3444503,4060937,4190582,4043764,3871310,3588656,3503578,3531658,3594495,3637127,3620991,3665794,3733976,3922257,4519101
12019,2194525,2368805,2554510,2786754,3080290,3548985,3741004,3699992,3613224,3604502,3526605,3744672,3952969,4190554,4445118,4726915,4939363,5285566,5590481
12021,9004996,9659060,10340392,11178445,12781396,13445320,13690186,12588108,11657208,12026007,12152403,12445984,12995463,14062824,15307453,16250101,16831332,17899611,19069461
12023,1212976,1305175,1336791,1435563,1574482,1769979,1924568,1891997,1809021,1819323,1739631,1819248,1822609,1951333,2083524,2078827,2214588,2391464,2510201
12027,539609,557278,598921,645731,723879,850934,873741,841691,846489,855359,853142,809488,872290,892516,902967,915289,980862,987647,1068651
12029,159805,167906,165830,176776,197118,238161,248157,227740,215637,215050,209598,218836,267529,267002,279788,289034,302796,302714,332015
12031,34643795,36287319,39026058,41792321,44797706,47920602,49254897,48044769,46593639,47238203,47397516,48879647,50904929,53027496,56449501,58918567,62114930,65810308,69095314
12033,8945311,9252876,9730209,10385281,11030195,12052342,12448432,12377304,12255863,12474410,12642629,12849789,13356661,13723252,14520917,14907057,15428946,16203751,17355269
12035,1041434,1246302,1632583,1555425,1688516,1706536,1810762,1723786,1679004,1662971,1686316,1769345,1772134,1865040,2053744,2217433,2340479,2456044,2562654
12037,232134,252574,284885,355515,372371,343427,358151,344191,343599,347635,347089,363116,362490,354166,360693,368529,384658,405102,442332
12039,781348,838144,884404,934110,982536,1084030,1183177,1155571,1160588,1150107,1230652,1216660,1125833,1156893,1188524,1225458,1313852,1367896,1442605
12041,185074,180339,187745,217232,222895,232624,252373,231263,223557,244187,263872,286646,288792,362108,341252,341895,324293,339603,374380
12043,142253,155033,171280,206311,184247,235374,282078,229354,208794,221716,217371,230796,239101,287014,294257,288611,273070,293808,328180
12045,243479,268295,298106,331558,354316,381294,383399,382809,367175,332583,328478,334476,347155,358928,397720,434316,424907,441491,477815
12047,240377,238774,276515,317034,300412,325929,354232,380684,447766,292903,333304,372310,391566,349871,452622,437683,491681,530166,584653
12049,512657,634007,646812,711072,810885,908249,923334,965908,1000802,996926,1037291,1093420,1002470,1005908,1006149,1068749,1086586,1042927,1080609
12051,928463,1003766,974887,970042,1026133,1255351,1419415,1291916,1240085,1173598,1206501,1190123,1295348,1211267,1210042,1242375,1199920,1289933,1320213
12053,1906391,2102420,2272020,2504225,2829703,3136912,3263129,3202693,3144668,3115617,3086532,3220509,3332352,3414955,3610576,3781417,4026526,4309164,4586156
12055,1421047,1560606,1650073,1821568,1985745,2348907,2451397,2351270,2309019,2287982,2303579,2382738,2332952,2361990,2431717,2500957,2609988,2665245,2909319
12057,42678819,45278785,48811444,53824941,58661050,61629676,63510056,63011917,62358617,63549907,65445283,68108179,70916704,73539827,78702322,82433950,85787292,91269695,96615054
12059,221488,220937,227569,250136,255152,290809,322150,298589,296018,294218,299455,303591,303745,318613,332255,329813,346643,347852,386761
12061,2929290,3151512,3428965,3749364,4191622,4533729,4693166,4619199,4386964,4266411,4353088,4519304,4705284,5013810,5394343,5780594,6074427,6390242,6829885
12063,763928,821775,925571,975722,1046393,1177656,1288538,1262126,1150911,1201310,1212662,1189227,1239978,1216551,1270472,1328739,1399804,1474299,1613180
12065,172587,187882,203602,219477,197090,233781,273133,260958,251342,257166,258985,290036,286213,303717,298947,287122,292728,290101,316572
12067,110819,92323,105141,133011,121479,128425,188699,191987,163747,157285,148065,161872,169252,210168,196575,152960,156215,164705,162912
12069,4122909,4493134,4899562,5522542,6167209,6926882,7261453,6917974,6566261,6548438,6563358,6889388,7092494,7368831,7939368,8328195,8719563,9262337,9743286
12071,12968334,14187535,15818728,18345548,21056682,23464845,23794222,22245738,20950916,20861474,20884722,21681142,22403147,24145926,26058827,28042790,29496115,30945801,32682667
12073,9128247,9587818,9958175,10618376,10980591,11754244,12467268,12482263,12484011,12481908,12507055,12862271,13065670,13550489,14006135,14554448,15177355,15940468,16623051
12075,515245,536504,573083,617441,677015,748383,804719,742423,731125,738782,688996,716081,738937,790311,842874,893212,958367,954897,1008267
12077,103146,115265,125345,155560,173237,206879,202617,199659,158995,164548,166769,159201,168802,203597,204578,210622,222171,228958,245490
12079,294306,290211,299054,320689,347717,405075,399060,365274,348972,346835,351149,381045,395150,432780,450129,412122,430690,458366,484751
12081,7048950,7809288,8312177,9353111,10810387,12046397,11920695,10701637,10328826,10138852,10200935,10206907,10644308,11121891,12237176,12791520,13251708,14232034,15345924
12083,5150399,5471823,5917862,6426302,7202201,8312556,8649875,8542025,7875450,7795021,7705300,7794834,8015153,8258934,8691572,9361059,9567422,10077510,10747608
12085,4239877,4389504,4634154,5141942,5925008,6438968,6760245,6269626,6229480,6267028,6120923,6260793,6207657,6404715,6982063,7052558,7300958,7693727,8191985
12086,83451329,87796640,90787031,98595869,106465417,112592999,115318876,114316316,109072854,113334673,115878787,118261534,125732355,133316584,142077953,149705453,158703417,169704864,175673903
12087,2661839,2813658,2963749,3129664,3380349,3601736,3763216,3741439,3590128,3730955,3734623,3873138,3894962,4079125,4352447,4572628,4834794,5020215,5330516
12089,1277882,1352509,1388744,1478921,1573856,1787786,1893972,1914632,1795464,1822042,1857665,1984134,1986734,2080017,2197010,2263120,2431681,2611623,2804452
12091,5723765,6449551,7189227,8056230,8669622,8809661,9010099,8876739,8782157,8678344,8839645,9379828,9611136,9813769,10286661,10632288,11270441,11916006,12766457
12093,611343,642020,686555,785063,838861,860627,945198,824941,809844,827251,853938,955324,1005003,1229160,1213090,1168027,1283864,1224079,1649089
12095,45736821,48090718,51398716,55675281,61143545,63517783,66427883,66473996,63870501,64807289,65884116,69480646,73192183,77592158,83289120,87961501,92770927,98632906,103445017
12097,3991139,4498181,4722769,5183359,5888088,6103728,6593235,6215612,6114464,6384943,6719329,6979462,7239034,7746432,8441341,8900082,9453010,10014714,10567523
12099,41596291,44007898,46767301,50231348,56033896,57662648,59113745,55323845,53099245,55105361,56293589,58253965,61299745,65001290,70408328,73902938,78159954,82660753,87097108
12101,5118941,5600454,6106973,6723699,7451258,8888869,9396716,9249638,8874203,8909439,9034488,9438261,9580201,10111042,10825526,11413623,11961814,12624296,13467243
12103,30347899,31963339,33184920,35185152,37590955,39862740,40767428,39613507,39231164,39504487,39223261,40220399,41588619,43073756,45651299,47379853,48823130,51609977,54482577
12105,13014289,13703710,14405080,15532177,17001410,18783043,19616651,19473067,18890307,19070959,19386518,19954944,20757196,20968271,22532941,23558779,25274623,26785822,28360410
12107,1657848,1659649,1739810,1791194,1892092,2218498,2314017,2247005,2126618,2217407,2182701,2146807,2115519,2121145,2118149,2125378,2176527,2274147,2403823
12109,2979237,3214832,3432938,3817372,4310907,4850429,5257196,5245663,5042967,5166042,5221453,5435539,5738306,6159094,6742517,7265219,7891810,8510750,9012155
12111,3971127,4327227,4599389,5360017,6048388,6887849,7113327,7062768,6981088,6886240,6950737,7155587,7607181,7738628,8006211,8379188,8789469,9243038,9738034
12113,1810648,1940700,2148122,2387270,2662872,3047057,3095394,3038742,3075392,3101880,3293157,3413684,3406506,3478773,3761723,3967375,4096895,4390434,4745500
12115,9456605,10376258,11195422,12686525,14174568,14774836,14702838,14042971,13310171,13062883,13351182,13620154,14359698,15607431,16981710,17846631,18844075,20248177,21205066
12117,10562143,11183181,11810249,12933519,14896268,16117349,16556760,16180811,15068041,15037102,14975283,15479528,16103358,16861341,18165492,19338240,20640515,22253244,23462481
12119,695663,779158,928340,1004983,1211146,1489106,1664070,1668836,1657158,1725944,1855278,2009623,2171609,2253439,2366887,2443839,2626661,2874180,3131534
12121,685719,669397,690886,746272,746955,869858,1036062,1000830,896960,988576,970075,1050853,1071658,1190247,1256004,1172915,1236232,1308052,1287983
12123,461022,484946,482524,513518,538815,602084,624897,621480,643391,692914,690926,673884,748979,723216,866811,789471,801561,833672,891956
12125,213369,222463,238573,255223,261831,309134,326135,323166,327699,300474,292750,291205,295549,284779,295541,293413,309654,308476,324589
12127,9142943,9991044,10876929,12155575,13046294,14440711,14924998,14560586,13989025,13945672,13986414,14272586,14642559,15126100,15957568,16884392,17767612,18751765,19705922
12129,398502,376294,395032,410878,452609,541033,601095,591200,568410,572075,575954,542389,571332,609816,690019,682678,737596,737707,819460
12131,971328,1059525,1208859,1482194,1942569,1889785,1881258,1774698,1654549,1685399,1724063,1927912,2107853,2250511,2432316,2608654,2810718,2939695,3247526
12133,323041,333392,341244,368141,416404,467145,504512,489527,479970,470256,466297,494121,469772,479372,528410,515497,540613,556418,610847
13001,813634,761502,847317,936590,899392,994090,996955,1065060,1110641,1238589,1390910,1422221,1428211,1497465,1510707,1538554,1572982,1577123,1646748
13003,127384,126988,141353,152438,158124,165330,160332,171252,158911,167110,167173,170924,191936,190104,220885,230773,251517,274072,294663
13005,221330,203414,217985,232262,243673,247535,258484,264872,264567,272135,292221,295422,323318,317910,327150,346624,367866,374142,396593
13007,64608,71929,80101,75230,82531,82096,91450,88019,80221,84992,100076,105686,101691,77933,73378,79436,66063,69868,86239
13009,1037280,1138481,1171158,1171003,1204285,1267680,1288793,1292889,1276702,1235349,1237095,1252843,1248952,1290556,1315887,1336443,1353357,1410435,1475649
13011,223627,222676,230452,271860,280777,280695,313775,319083,301423,288064,267980,328392,376265,416784,424025,379077,422535,447254,433822
13013,808940,875024,962343,1054862,1147525,1301938,1394557,1369591,1302008,1328648,1406475,1514803,1595655,1669344,1778461,1846761,1965859,2142680,2275536
13015,2903902,3015940,3106741,3297658,3417215,3723954,4007822,4113937,4019094,4092705,3971197,3795294,3963106,4398434,4375728,4726316,4774632,5024761,5107234
13017,538505,532687,515222,543273,544652,565903,534893,479709,459181,473773,481723,494977,509144,516103,523361,539435,550489,575729,601668
13019,296836,368878,478121,527341,578900,628092,577031,588121,571001,578191,495195,432018,397774,370383,359964,371509,397953,414783,443286
13021,6379720,6536555,6384009,6568677,6709421,6909437,6842154,7027779,7014272,7012787,7146173,7397431,7545409,7825814,8255626,8306028,8636380,9185743,9430929
13023,239975,269492,292683,288483,264082,294720,323566,274145,271348,277916,264897,289390,280459,248725,254537,251712,261292,270430,292381
13025,149676,157205,158658,174388,186838,197807,202679,181768,179825,184966,189469,189514,191274,206740,221087,232933,238793,259221,280898
13027,209575,214005,229817,232258,243540,265578,276920,283329,283315,263162,300239,281485,292255,299584,316319,335130,354690,361505,421336
13029,339053,326616,364224,395067,436116,500524,530652,515957,499220,522667,571771,621994,644132,708074,776724,833929,928463,979719,1015383
13031,1206313,1245934,1358174,1386204,1491495,1583827,1711860,1688982,1691838,1751038,1783477,1841124,1948532,2034894,2183875,2257738,2384890,2482159,2572039
13033,1040674,908050,1038702,1137725,1099800,1212738,1208371,1261065,1493477,1577778,1799553,1926020,2015493,2072716,2216118,2456466,2711903,2850545,3271005
13035,352379,373640,386513,405441,429545,467771,492549,471566,450080,464271,466877,484409,512997,547526,560756,591153,645852,670493,718980
13037,112042,116808,116305,113406,112083,119175,140450,139426,139211,137457,149824,140993,128107,105800,120462,122590,129928,126293,150929
13039,1146636,1331949,1436397,1579576,1588036,1581687,1555375,1583918,1587971,1620253,1646504,1708116,1701239,1734863,1780804,1846340,1922927,2022070,2104395
13043,164130,171260,178207,187262,193550,213455,226309,215504,221196,227980,228982,233367,234896,238856,239769,248599,263230,276591,298972
13045,2182133,2239491,2393149,2670736,2809026,3076923,3303644,3561128,3187106,3210182,3437136,3731528,3731912,3765670,3964053,4120061,4348453,4665396,4726475
13047,926991,960731,1004723,1086213,1124854,1242124,1258279,1269343,1223182,1221364,1230740,1273144,1297049,1303960,1351053,1367031,1464112,1533119,1667442
13049,137145,148258,161282,155000,158801,173183,184832,180433,182605,177478,191119,188635,192444,203677,228646,236555,211155,208450,224024
13051,8500499,8828425,9222296,9958953,10863544,11807622,12377902,12487854,12499629,12901270,13276230,13994435,14586128,15728909,16667295,17344035,18083093,19192029,19776670
13053,821889,861433,935648,1017908,1176135,1287364,1327544,1623549,1826913,1876312,1953112,1968561,1851989,1797449,1867583,1648969,1543981,1578779,1543284
13055,449090,469231,463717,524373,555840,573802,588160,548997,522454,516706,502055,510402,546024,580290,599271,601072,633149,663412,688228
13057,2513374,2719262,2995327,3780374,4006816,4302199,4306369,4254730,4171722,4245569,4408359,4697717,4894720,5362976,5911894,6307801,6692970,7069673,7594830
13059,4085844,4278115,4560644,4713380,4881255,5090032,5325290,5484337,5622404,5752268,5908419,6165197,6464393,6686595,7065014,7332428,7856823,8307225,8322444
13061,58707,71143,85593,75831,72630,64378,70818,73545,78671,71101,68907,57466,74184,82193,81038,80591,83250,88758,103159
13063,8739269,8777219,9470651,9996484,10459023,10555656,11990103,11048112,12159283,12799982,12797858,13686707,14409953,14776299,16723912,18219445,18644163,19840310,20395714
13065,130087,134890,146738,154742,182022,193302,188662,179224,167620,179480,205031,213024,232278,227914,242876,253529,258390,261176,282436
13067,27559457,27911511,29587741,31606991,33627109,33505905,34059750,33918724,32555618,32972322,34266409,36366069,38932379,41508255,43982295,47289233,50862339,53985726,56053497
13069,1039596,1065613,1098717,1169614,1196074,1200923,1224274,1202475,1121096,1104584,1136078,1173283,1238366,1272663,1348298,1409384,1512116,1582601,1658754
13071,792657,798276,862864,925599,1007024,1051424,1141189,1158798,1242168,1134716,1158381,1148137,1183132,1184059,1301987,1373089,1468176,1558797,1648617
13073,1417043,1520443,1687716,1841442,2071099,2247182,2299246,2418527,2420347,2524753,2594311,2803624,2863385,2999079,3226043,3352267,3577239,3833970,4063728
13075,286342,289168,308924,319167,333825,350317,363340,343352,347938,339990,326185,307324,305847,336234,352938,358787,376077,411113,426481
13077,1926012,1981690,2137293,2320952,2458648,2712280,2929708,3032961,2855582,2971985,3020483,3003710,3156491,3422729,3659618,3867582,4071407,4434928,4689410
13079,97785,96911,102240,105388,109079,121888,127302,128043,132157,139248,154092,153164,152483,159279,167274,162739,158574,162733,155173
13081,490850,505798,534300,568868,587429,627829,647033,629009,610670,595496,618294,634577,671119,724865,772188,806441,874029,920032,1017916
13083,220144,233513,250857,264387,280784,278833,308610,311782,281699,295917,303900,314850,312935,321362,349483,351728,369769,415029,426855
13085,338258,350515,372808,455011,475345,523996,575456,569889,540826,558453,567256,626141,620395,644573,683349,715344,799848,849270,888409
13087,696020,714496,754334,786620,822716,816989,828971,810580,807946,792088,782716,787673,803286,745781,791436,814549,852792,910443,988042
13089,27961964,27983494,28226432,29174212,29461651,29322501,30771169,31248792,31041086,31439177,30838958,31366211,31796574,33835266,36220384,38102526,39538849,42252607,43175212
13091,335556,355759,377473,393332,401470,431216,446243,438277,424627,442980,448709,457859,447577,446747,476293,483373,472322,471806,512607
13093,269286,260990,281219,265532,291249,295836,293644,311457,325781,280912,304644,302514,290439,297751,369519,445930,421587,416940,479586
13095,3539713,3645512,3694072,3844061,4002822,4043974,4061160,4064155,4104972,4075640,4140990,4249608,4321862,4388286,4485201,4608304,4633335,4814819,5067609
13097,2010962,2131680,2258771,2471969,2758686,3042666,3149601,3135617,2965124,2963115,2935601,3042526,3258770,3437066,3651204,3932643,4111845,4532167,4768325
13099,401583,510686,425014,451679,441738,480861,451796,438905,400548,420977,486848,527559,523571,494731,547970,539858,542121,556550,626645
13101,34169,38668,39874,35935,37680,53550,58073,52746,51317,42396,42919,39626,43174,55901,55220,54993,57544,44152,46968
13103,600280,643977,698919,799876,947968,1163877,1173931,1143433,1335042,1382965,1538139,1595439,1588417,1558428,1699067,1733152,1836203,1928581,1983277
13105,453501,485585,512062,511531,524913,549937,574671,559190,570534,566123,537744,560152,591930,616110,614923,611188,603997,634471,665656
13107,426018,433329,473040,480212,509978,557479,555844,536230,534934,540910,558592,569829,591245,593619,665821,687469,755231,749584,799562
13109,310316,307745,305179,318463,343345,345931,359415,334295,352854,337650,322763,329658,340588,368120,383721,403580,407235,418161,429267
13111,327597,357842,363083,374062,403791,485434,499837,478320,456279,462112,463003,495798,515894,544028,582150,633088,674005,746290,795560
13113,2289912,2466747,2677740,2911436,3121554,3294758,3430047,3368820,3260881,3343882,3449264,3556587,3618278,3806422,4107269,4442214,4704916,5124491,5426602
13115,3279374,2957888,3017868,3216538,3211233,3396725,3519674,3569342,3582611,3624590,3668957,3681073,3685014,3901824,4141846,4329220,4296492,4383169,4565745
13117,3077217,3245412,3535956,4589712,5080191,5727278,5998141,5993500,5766674,6067861,6467077,6799627,7322201,7929502,8643205,8839328,8913951,9054498,9520392
13119,513612,508334,533707,605709,627166,629354,668918,641621,562092,576907,582182,694245,743598,797385,867531,859078,908777,958554,899836
13121,88706177,91835211,94488837,100826480,109991364,112534126,113141690,110045833,107282159,109770205,115678146,119025412,124080560,132817594,141512194,152059305,161741550,172640372,179216627
13123,563925,575933,580102,667729,712521,768894,807947,796429,737085,701056,631823,710385,764486,805753,821151,778652,839747,889715,884034
13125,40789,45680,49512,36191,28007,29988,32680,32231,30859,31593,33577,33136,34086,33376,36673,37734,37369,37205,40991
13127,2290196,2397702,2578887,2848474,2992964,3240744,3324428,3265592,3247277,3327027,3283565,3307157,3371200,3445931,3749422,3845222,4018961,4334342,4486594
13129,1322129,1351052,1386619,1687435,1878298,1959209,1969045,1844923,1689892,1691112,1752422,1844798,1896668,1923463,1996972,2009371,2224471,2294536,2396442
13131,378648,398600,414157,432300,472203,507118,504174,518058,540400,555133,576181,575886,588654,566373,611566,599222,680266,724200,780757
13133,315768,333973,354372,371274,387066,407932,456522,480369,460544,470121,472267,499095,513459,547986,592425,596294,638162,704719,724368
13135,25044591,25523525,27253640,29369071,31334024,32979092,34007514,33427073,31990579,32995488,34148365,36071101,37717139,40608782,43354094,44458985,46047936,48502451,50067819
13137,993009,1019648,1057115,1111562,1161228,1162716,1179034,1168364,1222077,1209232,1190485,1246034,1295111,1344090,1378573,1429021,1466623,1551019,1587875
13139,4775150,4886968,5138699,5397935,5707613,6024576,6368443,6489172,6407037,6517240,6933713,7181413,7540583,8007096,8745339,9325104,10038652,10638566,11123749
13141,101476,108797,113421,100237,107110,120770,130974,124033,127505,121268,139881,143853,177428,174181,185925,170807,173919,182904,195031
13143,418374,448908,470405,492223,501896,589541,648283,663777,642442,680279,683598,690482,659285,696078,733770,769030,789879,832004,860172
13145,301072,320827,317356,321706,331362,370276,380911,379180,388098,405528,399291,407502,428255,465864,515356,508284,539347,581390,635048
13147,518017,547366,541232,578080,576578,588307,616858,602662,553997,595995,618310,698268,787146,829634,884103,781226,816457,906143,906847
13149,560062,598244,641004,745563,720203,802194,884479,991269,970875,1161841,1251781,1191492,848577,1167692,1274992,1293035,1357287,1208642,1334546
13151,2416002,2666055,2894627,3134835,3472169,3783344,4019765,4002868,3935776,4142343,4195564,4384199,4581269,4758757,5021291,5362288,5696462,6109180,6648959
13153,3400163,3677498,3961666,4216148,4552658,4902334,5155895,5220796,5412533,5532362,5695796,5820754,5836056,5923703,6132366,6290632,6581228,6931988,7333086
13155,157886,160289,170197,156790,176774,177030,192801,185958,186348,186820,216781,202345,184247,166674,173516,181364,203693,216372,253043
13157,1124996,1106647,1166982,1339082,1513355,1673405,1657808,1637823,1592546,1628439,1693353,1919956,1991801,2126797,2380395,2661885,2824686,3045875,3270561
13159,185290,187463,210310,235844,243140,235139,247800,212838,198662,208322,198516,232645,234165,243372,245999,247999,267472,276330,297138
13161,275086,273315,284171,308358,295457,316918,323925,308459,302267,329532,342852,365747,377185,391254,380563,373050,401959,428152,469071
13163,356068,368395,394742,448564,462112,495709,468273,489125,481063,487401,485017,491688,513654,498505,501978,534653,563591,565599,621700
13165,141025,136604,142677,142139,161915,173434,163057,139545,124718,125466,137566,135983,152221,147928,162125,176138,163312,163326,187644
13167,119741,117494,121599,128168,128584,135499,136566,131202,134866,135173,135570,134185,134765,137435,141688,141779,138268,150062,162374
13169,211672,221897,240171,259770,268068,307476,351640,346966,339384,346940,342749,351134,394290,414617,425108,444505,461760,446841,476835
13171,235621,235645,242632,256009,279330,309471,318179,332009,325967,326414,327461,357029,367237,381913,404198,402160,415960,423344,449435
13173,79951,80101,89129,90004,93944,122171,124894,119492,110012,123695,128174,124373,122550,129246,131483,134586,140004,142191,150217
13175,1218663,1251260,1250813,1345675,1408254,1496408,1537777,1536195,1621612,1692236,1694387,1473581,1532886,1544795,1627060,1725908,1826449,1927589,2025728
13177,274444,296348,324275,344495,388835,434009,450821,458501,447258,465037,517917,559691,606206,603197,585450,634519,683293,709666,783596
13179,1685728,1805657,2042497,2218119,2450343,2590106,2797992,3117254,3216881,3446700,3658880,3609550,3577407,3481902,3500832,3466986,3535439,3655087,3696805
13181,90829,91706,94290,96152,103581,117350,126849,126295,126391,123044,120173,126209,124110,128584,135568,140909,143289,149211,160767
13183,65754,69684,71679,75560,75445,86264,96884,90196,92814,92958,95930,102486,106702,122252,127982,131520,120566,128706,135545
13185,2729801,2922340,3092902,3225209,3449618,3646276,3791915,3954307,3998483,4094773,4077072,4245592,4335690,4424108,4595478,4728177,4916621,5229479,5419688
13187,420439,430035,442318,481293,504622,548587,586511,572920,559440,573927,576137,597830,621562,639552,672960,684129,741560,778946,829975
13189,435911,440254,475137,524076,567099,606855,599635,564987,572344,570788,573561,553654,559252,590592,627168,636561,654713,675362,724589
13191,136339,147433,149387,157298,168076,191121,199035,187016,185549,182342,175389,176222,174845,179339,181324,182699,190577,202714,218353
13193,331263,309251,304333,328314,315647,314905,337198,364273,384855,376756,376941,394199,403539,434459,477793,442624,485481,478850,519932
13195,301896,289590,300166,331026,348476,363080,374293,371870,357108,356892,340231,394084,425870,453532,456102,430769,474264,513303,498383
13197,153089,146894,144605,139667,142766,131354,132425,131557,127817,123731,118843,128029,130642,126083,117701,107250,111670,115471,125220
13199,354263,354040,364168,360244,369331,387139,391691,393160,412711,436874,449039,468725,467984,482636,504234,564813,634735,662386,686344
13201,112781,125655,131346,133826,138844,152712,152044,148829,144666,153600,180981,175837,173826,172930,183087,198638,195180,221014,250650
13205,656367,631366,666525,689459,722311,680079,738928,723449,728116,706697,721408,738124,751376,750937,814392,795611,776364,778084,857533
13207,979431,946053,1041808,1293558,1333207,1456292,1510939,1585521,1699745,1815679,1967387,1889144,1942465,1911626,1780878,1751235,1671807,1797959,1712622
13209,111881,109769,119291,123081,135489,157721,161304,151826,150340,151914,140861,140202,147567,148108,163567,166643,176969,178496,195713
13211,388403,396685,423815,462743,485178,502688,523190,514047,492822,504214,507271,567760,588898,639922,686446,692238,739632,785939,842740
13213,704809,758222,755491,841004,896895,1002637,1119528,1095043,1104041,1015528,1065515,1148245,1010547,1018787,1157810,1302234,1274753,1235861,1279330
13215,6385201,6833533,7011301,7254136,7592301,7985603,8568843,8491154,8570840,8799391,9115206,9453639,9498496,9783516,10100436,10176614,10706865,11351161,11760813
13217,1285617,1374320,1440778,1568408,1694322,1883311,1918771,1962941,1922468,1873889,1958006,2063658,2155640,2254897,2435125,2558875,2716401,2904811,3130936
13219,456285,479204,544314,617478,692947,744983,758876,774935,798359,792546,783201,909689,934851,1036182,1131140,1185130,1267804,1411762,1521773
13221,146523,135723,144959,169229,170121,172382,219476,236260,232303,229528,223405,263809,261145,283940,275749,262472,284011,301984,275907
13223,889018,976460,1074121,1257132,1397049,1542016,1671069,1668331,1669626,1672525,1717990,1869910,1901089,2005622,2204421,2331795,2475552,2661569,2804569
13225,638248,647385,626657,630347,598743,679432,664217,708599,672982,696804,695469,689542,712972,793854,831331,877572,880470,923127,988157
13227,448462,489343,518359,577414,597356,637393,693385,682632,660920,671876,661095,713233,750611,840424,895964,937146,993582,1059706,1082893
13229,236421,240212,250026,256502,277945,298942,317402,332954,323635,325627,316909,330716,356305,356272,391919,416247,433600,443919,474714
13231,149398,159954,170264,177399,172538,189901,206474,206404,209230,217179,232510,249758,253834,265895,290070,298352,314151,317061,342117
13233,735930,777989,805413,831830,868274,935014,961124,981011,964209,939891,971444,1027295,1030734,1074232,1138739,1185887,1240617,1299166,1357735
13235,189565,193519,222679,209389,216473,236138,250343,247095,230409,237573,259614,264264,270914,260779,276749,285145,293436,302851,310660
13237,671219,686081,684908,736201,890746,975331,983928,982704,826382,778400,786121,583229,628851,651104,519098,497965,525290,551634,584811
13239,28434,36409,39019,32617,35969,39228,40421,38322,37518,37916,37282,36727,35684,36420,38134,42780,37674,39294,42440
13241,347432,358108,370876,401628,435050,449507,449122,447769,452033,472502,426690,422187,436667,432647,461120,486345,511781,536311,593651
13243,143129,165233,169741,168046,148418,165105,174218,181555,184582,180218,188427,185076,183626,194738,200117,192631,186052,190560,222342
13245,7415522,7687657,8077542,8393366,8563423,8971581,9477751,9719684,10062604,10240398,10464906,10662939,10973586,11394701,12118187,12245168,12565304,13056535,13436906
