"fips","region","division","netmig2010","netmig2011","netmig2012","netmig2013","netmig2014","netmig2015","netmig2016","netmig2017","netmig2018","netmig2019"
"12071","South","South Atlantic",1626,10392,12503,15187,16980,22144,23078,17953,15197,17226
"12073","South","South Atlantic",116,999,3787,-3011,611,916,-424,3021,-274,899
"12075","South","South Atlantic",-43,-424,-213,-237,-35,457,392,627,611,844
"12077","South","South Atlantic",-28,-93,28,40,28,-19,-122,-96,197,-67
"12079","South","South Atlantic",14,-122,-174,-190,-108,-88,-128,187,101,16
"12081","South","South Atlantic",624,4246,6212,7876,8904,11790,13249,10673,9599,9664
"12083","South","South Atlantic",311,1962,2608,2612,4204,5455,6657,7482,7525,8151
"12085","South","South Atlantic",229,1441,1646,2708,2614,3072,3414,2062,1783,1033
"12086","South","South Atlantic",6213,24689,19142,21279,11308,12489,19732,8620,-9022,-7158
"12087","South","South Atlantic",110,702,517,1173,345,384,263,-360,-1726,-477
"12089","South","South Atlantic",142,562,309,820,844,1730,2063,2923,3087,2798
"12091","South","South Atlantic",-434,1287,5337,1932,770,2047,1330,2489,2621,3037
"12093","South","South Atlantic",-12,-289,-307,-331,-50,203,859,451,313,419
"12095","South","South Atlantic",534,13775,22673,16358,20280,25721,26343,20704,17369,3925
"12097","South","South Atlantic",733,6732,8091,8279,9577,10516,12303,13252,12964,5249
"12099","South","South Atlantic",3434,12591,17130,20975,21233,25438,26241,19049,12959,14460
"12101","South","South Atlantic",893,1776,3912,5562,9577,12331,15888,16092,15297,16082
"12103","South","South Atlantic",512,4966,5995,9774,10548,13758,15766,12067,9055,6687
"12105","South","South Atlantic",618,5640,4166,6118,10266,13092,16381,18422,20583,17311
"12107","South","South Atlantic",-106,-498,-677,-398,-256,114,567,1165,900,681
"12109","South","South Atlantic",1028,4500,5462,6945,7842,8090,8243,8707,9957,10711
"12111","South","South Atlantic",890,1786,2312,2301,4613,7309,8287,7738,7624,8259
"12113","South","South Atlantic",1235,2257,1874,1580,1687,3048,3114,3721,4878,4719
"12115","South","South Atlantic",997,4425,6139,5818,8496,10768,10802,9585,9661,10669
"12117","South","South Atlantic",48,1673,2775,3578,4607,5667,6320,5727,4260,2676
"12119","South","South Atlantic",977,4440,4416,6052,6115,5836,6211,4386,5250,5212
"12121","South","South Atlantic",634,1074,222,133,282,26,248,441,180,356
"12123","South","South Atlantic",1,31,69,130,-315,-166,-253,-287,-208,66
"12125","South","South Atlantic",-11,-219,-50,-61,130,112,67,300,-32,-16
"12127","South","South Atlantic",294,1598,3600,5568,7955,11881,13510,11638,10865,9395
"12129","South","South Atlantic",47,35,-178,101,325,17,284,150,294,1261
"12131","South","South Atlantic",170,325,1390,1803,1746,1682,2155,2474,2644,3257
"12133","South","South Atlantic",-149,-157,247,-243,-147,271,-3,192,299,724
"13001","South","South Atlantic",55,61,-180,-89,55,-84,-25,-33,63,-152
"13003","South","South Atlantic",-37,-78,-151,-34,-114,67,-144,-93,23,-157
"13005","South","South Atlantic",-14,83,-54,1,9,15,26,-103,-95,-19
"13007","South","South Atlantic",-19,-129,40,-30,-62,-90,-7,-11,-91,-56
"13009","South","South Atlantic",-133,-661,1214,-450,-320,-439,-289,-189,-6,69
"13011","South","South Atlantic",3,-208,-128,64,-65,109,-76,274,307,202
"13013","South","South Atlantic",185,-393,-287,547,1163,1608,1555,1447,1581,1993
"13015","South","South Atlantic",-162,-377,-351,257,-130,322,888,1207,1020,1070
"13017","South","South Atlantic",-10,-110,-46,-126,-17,-131,-99,-205,-205,-94
"13019","South","South Atlantic",34,-5,-257,-108,-302,127,-18,126,133,132
"13021","South","South Atlantic",-127,-284,-359,-2102,-1404,-927,-1256,-716,-252,-63
"13023","South","South Atlantic",-3,56,-199,-129,-9,-6,163,-88,56,33
"13025","South","South Atlantic",21,76,-35,-317,84,33,-55,374,134,119
"13027","South","South Atlantic",-53,-283,-443,10,-141,151,67,-66,-122,29
"13029","South","South Atlantic",83,697,674,518,374,814,786,928,799,1286
"13031","South","South Atlantic",255,1713,136,-1721,464,58,1153,1037,866,2019
"13033","South","South Atlantic",19,86,-568,-318,-266,-76,-86,-143,-165,-98
"13035","South","South Atlantic",53,-209,-241,-228,107,197,222,328,142,724
"13037","South","South Atlantic",-10,-86,-48,32,-61,33,-158,49,-44,-169
"13039","South","South Atlantic",2,-879,567,-507,43,106,-483,172,246,616
"13043","South","South Atlantic",1,162,-134,-184,-108,26,1,-134,107,-28
"13045","South","South Atlantic",-112,-439,52,422,1178,151,1118,921,196,1549
"13047","South","South Atlantic",44,472,-128,138,67,227,440,233,895,206
"13049","South","South Atlantic",566,560,-136,-261,-53,181,-419,-56,111,468
"13051","South","South Atlantic",298,4228,2602,-169,2901,2067,1034,-648,-1255,-690
"13053","South","South Atlantic",-149,-112,735,-263,-745,-870,-1163,5,187,91
"13055","South","South Atlantic",-13,-312,-27,-513,-164,80,-65,-70,89,18
"13057","South","South Atlantic",407,902,1356,2195,4169,3793,5064,4714,4981,3778
"13059","South","South Atlantic",490,4,835,299,-1162,2528,712,1364,-143,531
"13061","South","South Atlantic",-11,-6,-62,-85,66,0,-65,-33,-61,-36
"13063","South","South Atlantic",-463,-788,533,-4052,40,3322,3832,2446,2590,831
"13065","South","South Atlantic",-16,-71,-65,34,-9,22,-91,-100,-59,-10
"13067","South","South Atlantic",76,1288,4102,4399,6206,5962,3870,-684,-1066,-360
"13069","South","South Atlantic",261,69,-97,-235,-481,-69,-226,-198,13,36
"13071","South","South Atlantic",28,-178,-20,-71,-424,-606,-177,-90,-120,11
"13073","South","South Atlantic",635,2993,2736,2905,2035,3867,2552,3227,1758,1908
"13075","South","South Atlantic",1,-212,-188,104,197,-254,71,55,-71,97
"13077","South","South Atlantic",320,680,474,1603,1452,2312,1761,2066,2229,1921
"13079","South","South Atlantic",-29,-39,-34,-115,-79,-72,-85,48,76,113
"13081","South","South Atlantic",-54,233,-233,-326,-265,-178,-106,-235,-111,-213
"13083","South","South Atlantic",-4,-35,-134,-37,-158,-87,89,53,15,-80
"13085","South","South Atlantic",-82,-65,131,168,197,338,254,693,727,943
"13087","South","South Atlantic",-61,-224,-265,-137,-277,-153,-437,-43,-134,-198
"13089","South","South Atlantic",-1278,-952,5360,561,664,2899,5794,-1967,-2462,-1359
"13091","South","South Atlantic",-75,-154,-98,-139,-282,-44,-271,-70,16,-161
"13093","South","South Atlantic",-61,-261,-194,-29,-122,-183,-152,-157,46,-289
"13095","South","South Atlantic",-157,-263,-876,-1809,-1112,-1646,-1375,-1220,-496,-1553
"13097","South","South Atlantic",16,-387,-486,1548,1169,1384,698,1004,915,653
"13099","South","South Atlantic",-54,-232,-187,-74,-74,16,-154,21,-31,-82
"13101","South","South Atlantic",-12,17,-157,-13,-5,-33,-94,-57,47,-7
"13103","South","South Atlantic",121,-107,297,738,612,1315,1255,1107,1837,1749
"13105","South","South Atlantic",-60,-271,-257,-58,-49,-68,-124,-2,48,161
"13107","South","South Atlantic",12,-169,168,-121,-205,-51,-89,118,108,20
"13109","South","South Atlantic",-23,-88,-389,67,-30,-146,-72,73,-60,-47
"13111","South","South Atlantic",-11,31,77,349,143,665,720,454,776,332
"13113","South","South Atlantic",414,200,-19,744,1123,854,1101,1271,725,1282
"13115","South","South Atlantic",3,-588,-336,-197,-107,203,394,673,447,543
"13117","South","South Atlantic",816,3656,3638,5741,7284,7346,7961,7080,6817,6152
"13119","South","South Atlantic",-1,-121,-75,157,168,123,55,551,212,327
"13121","South","South Atlantic",3204,14324,17949,1757,4081,6911,11541,10126,5754,8559
"13123","South","South Atlantic",1,-146,-118,407,214,499,380,561,443,585
"13125","South","South Atlantic",-5,25,29,-37,-46,34,-31,73,-55,0
"13127","South","South Atlantic",75,123,509,472,509,997,694,518,311,326
"13129","South","South Atlantic",-69,36,-74,-159,-62,303,404,98,344,240
"13131","South","South Atlantic",-7,-119,50,-230,21,-189,-314,-158,-50,-178
"13133","South","South Atlantic",16,77,70,157,198,235,261,383,564,641
"13135","South","South Atlantic",763,6169,6534,9269,9704,9873,8880,5585,2133,2289
"13137","South","South Atlantic",-4,-133,233,-300,317,187,301,336,767,-132
"13139","South","South Atlantic",-98,818,577,1193,1640,1959,2707,1735,1540,1903
"13141","South","South Atlantic",9,-45,-326,-122,-372,46,102,-51,-119,159
"13143","South","South Atlantic",-1,-285,-167,6,140,218,180,433,341,230
"13145","South","South Atlantic",109,77,179,-55,168,384,460,317,588,705
"13147","South","South Atlantic",0,180,139,-67,-98,75,118,255,377,197
"13149","South","South Atlantic",16,-114,-95,-108,36,-49,42,171,108,55
"13151","South","South Atlantic",863,595,-40,1029,1799,2523,3563,3362,3722,3920
"13153","South","South Atlantic",560,2051,963,700,96,-152,1426,794,1645,1669
"13155","South","South Atlantic",50,90,-94,-261,-268,76,177,63,36,30
"13157","South","South Atlantic",125,-32,-382,302,551,1079,1420,2318,2399,2337
"13159","South","South Atlantic",2,-134,-245,-92,-104,136,54,96,141,179
"13161","South","South Atlantic",-12,6,-47,-179,-162,41,-71,16,-24,27
"13163","South","South Atlantic",-20,-137,-442,-96,-81,-180,-153,-131,-147,-14
"13165","South","South Atlantic",-9,-210,955,74,-151,-150,-77,15,-68,-79
"13167","South","South Atlantic",-14,14,20,-92,-74,-92,-39,62,-43,-56
"13169","South","South Atlantic",-29,4,-174,-103,7,-249,88,-126,231,133
"13171","South","South Atlantic",-54,-117,-139,-101,291,42,235,136,365,138
"13173","South","South Atlantic",32,318,-62,-95,-106,-151,88,-60,-124,66
"13175","South","South Atlantic",-61,-610,-193,-206,-242,-189,-306,40,-76,157
"13177","South","South Atlantic",106,-49,-85,170,-82,-112,-125,119,245,164
"13179","South","South Atlantic",-1158,1486,-2251,-3292,644,-3710,-1208,-847,-2031,-146
"13181","South","South Atlantic",-28,-78,-101,2,-74,79,127,20,82,16
"13183","South","South Atlantic",175,438,721,331,369,423,525,227,90,311
"13185","South","South Atlantic",246,850,1600,-2033,-206,-943,263,435,258,448
"13187","South","South Atlantic",245,89,94,122,173,178,124,1357,141,725
"13189","South","South Atlantic",-32,-254,-96,-184,-69,-87,-80,2,26,-231
"13191","South","South Atlantic",-32,-99,-356,119,33,1,48,44,256,85
"13193","South","South Atlantic",-86,-197,-170,-323,-125,-117,-201,-195,-64,-178
"13195","South","South Atlantic",0,-80,-137,94,130,1,367,390,311,231
"13197","South","South Atlantic",12,-69,-41,-113,36,-79,-98,-68,-48,-11
"13199","South","South Atlantic",-140,-213,-321,-84,-9,-50,-68,0,81,102
"13201","South","South Atlantic",7,-62,-72,-86,42,-72,56,-25,-132,49
"13205","South","South Atlantic",-1,-170,-397,-149,-310,-289,-18,-141,-147,-281
"13207","South","South Atlantic",27,132,-39,238,25,42,200,288,399,179
"13209","South","South Atlantic",-38,-140,-178,51,-3,-10,37,33,110,-11
"13211","South","South Atlantic",-3,5,-113,-91,178,53,151,246,429,400
"13213","South","South Atlantic",-125,-323,-214,-288,-108,80,-189,344,31,97
"13215","South","South Atlantic",113,2884,2093,2789,-4077,-3127,-3492,-3300,-460,748
"13217","South","South Atlantic",54,-338,-53,610,883,1003,1085,825,1134,1859
"13219","South","South Atlantic",67,240,126,443,865,664,982,1077,1251,697
"13221","South","South Atlantic",18,-222,-229,-117,95,184,-30,164,178,169
"13223","South","South Atlantic",144,-400,-30,981,715,2134,2597,3207,3687,3825
"13225","South","South Atlantic",1,-154,-96,-683,-88,-241,-97,88,358,130
"13227","South","South Atlantic",9,-58,-128,134,447,295,542,932,511,627
"13229","South","South Atlantic",34,-89,87,55,-7,50,-40,53,138,39
"13231","South","South Atlantic",30,-156,2,5,6,188,-15,290,425,299
"13233","South","South Atlantic",-5,-404,-293,-206,-166,249,272,204,449,176
"13235","South","South Atlantic",-49,-101,-142,-120,-26,-98,-72,-66,-106,77
"13237","South","South Atlantic",2,3,-157,154,-141,169,229,203,136,360
"13239","South","South Atlantic",7,-64,-34,-40,-63,-2,42,14,-64,46
"13241","South","South Atlantic",-6,15,69,-43,34,127,317,122,368,347
"13243","South","South Atlantic",-32,-119,-254,-115,117,-156,20,-160,-154,-26
"13245","South","South Atlantic",312,-1670,25,-1558,-1035,-879,-385,-1168,-834,6
"13247","South","South Atlantic",49,-431,-433,800,352,827,321,607,464,174
"13249","South","South Atlantic",-3,-10,-29,67,74,26,-50,48,-31,19
"13251","South","South Atlantic",-90,-128,-266,-37,-134,63,-56,-79,-18,-14
"13253","South","South Atlantic",-6,36,104,0,-240,4,-92,-127,38,-158
"13255","South","South Atlantic",-50,-285,-516,-285,83,50,672,782,680,598
"13257","South","South Atlantic",-7,-351,-3,-90,-156,77,235,160,319,-42
"13259","South","South Atlantic",48,-33,65,-551,344,103,174,216,141,215
"13261","South","South Atlantic",-131,-706,-607,-324,-246,-504,-301,-505,-83,-313
"13263","South","South Atlantic",-15,-29,-209,-51,-6,7,-99,-80,47,-67
"13265","South","South Atlantic",-15,15,-19,15,11,-38,-17,5,-6,-61
"13267","South","South Atlantic",-50,-149,-91,61,-355,79,-64,66,49,-210
"13269","South","South Atlantic",-118,-322,-92,26,8,-126,-34,-58,-74,-2
"13271","South","South Atlantic",10,-288,155,274,-160,15,-480,2,37,-96
"13273","South","South Atlantic",-3,-159,-211,-93,-103,-64,-147,-164,-95,-38
"13275","South","South Atlantic",17,-211,-154,140,-126,-44,112,-368,-280,105
"13277","South","South Atlantic",46,732,-407,-991,107,-111,-137,-251,-10,-34
"13279","South","South Atlantic",23,-182,-114,-79,-133,-70,-117,-268,-46,-135
"13281","South","South Atlantic",58,139,68,294,361,202,288,245,402,257
"13283","South","South Atlantic",-8,-49,-58,-94,109,-15,-103,42,57,91
"13285","South","South Atlantic",39,266,385,334,229,17,160,-50,-163,-283
"13287","South","South Atlantic",-11,28,-534,-274,-143,-39,-44,-33,-4,59
"13289","South","South Atlantic",-53,-136,-308,-13,-92,-28,-63,1,-27,16
"13291","South","South Atlantic",22,20,190,261,491,366,758,884,695,741
"13293","South","South Atlantic",-60,-124,-357,-97,-210,76,45,1,78,234
"13295","South","South Atlantic",76,-165,-391,179,65,-115,-7,707,485,409
"13297","South","South Atlantic",75,324,-49,758,1138,606,1222,1267,1738,1153
"13299","South","South Atlantic",20,-110,-461,-189,-254,-223,274,-5,-81,127
"13301","South","South Atlantic",-33,-95,-143,-3,-33,-48,13,-66,-31,14
"13303","South","South Atlantic",-58,-150,-249,-267,-71,180,-374,-10,105,-27
"13305","South","South Atlantic",-10,75,-73,-430,-155,-548,492,-221,32,116
"13307","South","South Atlantic",-14,-13,-7,-101,-53,4,-24,-14,8,0
"13309","South","South Atlantic",285,293,-136,-4,53,-70,102,-72,-74,-44
"13311","South","South Atlantic",64,180,249,179,174,390,451,622,542,832
"13313","South","South Atlantic",-85,-563,-607,-780,-193,-15,180,-698,-464,-89
"13315","South","South Atlantic",87,-58,-171,13,-132,112,-156,-65,45,-183
"13317","South","South Atlantic",-240,-142,-128,-104,43,-2,-71,97,39,-33
"13319","South","South Atlantic",-32,-136,69,-109,-80,-179,-31,-52,96,-65
"13321","South","South Atlantic",32,-212,-195,-371,-85,-343,-21,-175,-212,-38
"15001","West","Pacific",68,676,1167,1380,1351,1528,1725,1097,1274,-216
"15003","West","Pacific",1503,4383,4437,1709,-4652,-1620,-4535,-11004,-10315,-8691
"15005","West","Pacific",0,0,0,0,0,0,0,0,0,0
"15007","West","Pacific",93,368,413,629,334,392,224,61,235,39
"15009","West","Pacific",-37,913,1038,1199,1112,150,729,41,308,65
"16001","West","Mountain",197,5242,5040,4594,7066,5052,9485,10136,10358,10841
"16003","West","Mountain",-22,40,-80,-41,28,18,58,193,113,57
"16005","West","Mountain",-52,-145,-513,-977,-472,48,-31,311,802,672
"16007","West","Mountain",-23,-16,-76,33,-38,-64,23,64,1,67
"16009","West","Mountain",-12,-102,-46,-110,28,-7,54,169,70,82
"16011","West","Mountain",-2,-289,-811,-559,-571,-509,-76,344,29,469
"16013","West","Mountain",-109,-350,-101,65,23,63,322,249,290,164
"16015","West","Mountain",-10,1,-189,-63,72,185,141,263,278,175
"16017","West","Mountain",33,-135,-398,166,758,338,806,1267,1090,1044
"16019","West","Mountain",15,-169,-129,-538,-111,441,1163,1394,996,1600
"16021","West","Mountain",41,-199,-34,13,97,314,358,249,14,227
"16023","West","Mountain",7,-83,-81,-92,1,-103,3,15,-3,7
"16025","West","Mountain",-9,-8,-38,-46,7,11,9,13,29,-18
"16027","West","Mountain",-136,115,670,3146,2028,2620,2879,3859,4876,5036
"16029","West","Mountain",-3,-173,-82,-5,-36,-74,106,102,9,80
"16031","West","Mountain",78,-159,-84,-96,-39,-167,-181,-16,-52,34
"16033","West","Mountain",-1,-30,-74,-5,6,-3,-22,12,-36,-12
"16035","West","Mountain",-11,-46,-7,36,18,47,145,51,144,22
"16037","West","Mountain",0,-33,7,-106,-93,-68,40,52,117,69
"16039","West","Mountain",-31,-1204,-244,-298,-367,-696,64,470,218,-113
"16041","West","Mountain",-31,-106,-121,-82,44,-66,249,81,139,76
"16043","West","Mountain",-31,-213,-247,-185,-156,-86,45,133,-41,-146
"16045","West","Mountain",-44,34,-107,-67,101,45,282,369,266,527
"16047","West","Mountain",-6,-185,-170,-145,-138,41,-133,-59,-72,-9
"16049","West","Mountain",26,155,-8,-175,73,81,-21,156,151,220
"16051","West","Mountain",-13,-263,-34,-176,-196,-111,417,318,629,134
"16053","West","Mountain",-8,-165,-208,-60,-57,-182,227,125,67,134
"16055","West","Mountain",221,1579,711,1343,2074,2357,3170,3912,3576,4159
"16057","West","Mountain",-7,333,30,-96,125,20,32,461,-120,72
"16059","West","Mountain",22,41,-197,-19,45,48,-5,144,116,120
"16061","West","Mountain",-8,-16,11,-11,11,-25,61,43,-46,10
"16063","West","Mountain",-5,-119,88,25,-19,-60,-30,27,-7,-55
"16065","West","Mountain",-180,-574,-1213,-1138,-600,-950,38,-578,-1090,-317
"16067","West","Mountain",-45,-19,-183,88,-212,-48,33,-45,-125,191
"16069","West","Mountain",28,166,86,311,83,138,160,261,-20,150
"16071","West","Mountain",-1,-75,-20,18,-85,68,39,70,54,58
"16073","West","Mountain",-60,-127,-27,-60,-160,-36,22,203,13,105
"16075","West","Mountain",-48,-208,17,-227,108,-57,43,186,263,352
"16077","West","Mountain",23,-172,-18,-120,-137,-111,-62,-147,49,-74
"16079","West","Mountain",-31,-26,119,40,-267,79,21,157,279,92
"16081","West","Mountain",-46,-115,-159,159,-81,183,327,184,97,395
"16083","West","Mountain",114,97,-74,873,610,795,1149,1060,228,434
"16085","West","Mountain",-85,-169,-121,9,175,255,355,246,313,340
"16087","West","Mountain",1,-41,-79,-97,58,-63,145,21,80,56
"17001","Midwest","East North Central",24,10,-73,-160,-120,-129,-395,-463,-372,-113
"17003","Midwest","East North Central",-25,-209,-305,-499,-154,-321,-284,-166,-225,-263
"17005","Midwest","East North Central",12,-70,-199,-206,-252,-367,-103,120,22,-202
"17007","Midwest","East North Central",-98,-234,-660,-113,-224,-342,-178,-243,-131,-82
"17009","Midwest","East North Central",-19,-25,-7,-29,-16,-89,-133,-19,-49,15
"17011","Midwest","East North Central",-52,-267,-242,-214,-193,-348,-43,-170,-128,-263
"17013","Midwest","East North Central",-1,-56,-57,37,-91,-61,8,-7,-20,-73
"17015","Midwest","East North Central",-11,-121,-58,-90,-127,-116,-9,-65,-110,53
"17017","Midwest","East North Central",-15,-47,-243,-165,-232,-264,-187,-213,-224,-203
"17019","Midwest","East North Central",147,550,134,695,299,279,-280,-777,-1445,-1089
"17021","Midwest","East North Central",-7,4,-149,-320,-265,-270,-153,-141,-280,-276
