"fips","region","division","internationalmig2010","internationalmig2011","internationalmig2012","internationalmig2013","internationalmig2014","internationalmig2015","internationalmig2016","internationalmig2017","internationalmig2018","internationalmig2019"
"29129","Midwest","West North Central",0,3,0,1,1,1,1,2,0,1
"29131","Midwest","West North Central",4,-1,-4,-5,-3,-1,-4,-3,-4,-4
"29133","Midwest","West North Central",0,-11,-9,-6,-4,-1,0,1,0,0
"29135","Midwest","West North Central",0,9,10,3,5,22,15,21,17,17
"29137","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"29139","Midwest","West North Central",1,4,5,5,3,3,3,3,4,2
"29141","Midwest","West North Central",1,1,-1,-4,-6,-2,-5,-6,-6,-6
"29143","Midwest","West North Central",0,-6,-1,-1,2,3,1,2,0,0
"29145","Midwest","West North Central",12,24,9,25,24,6,5,17,5,6
"29147","Midwest","West North Central",4,28,19,16,3,18,3,11,4,4
"29149","Midwest","West North Central",0,-7,-7,-4,-3,-3,0,1,1,1
"29151","Midwest","West North Central",1,2,2,2,1,0,0,0,0,0
"29153","Midwest","West North Central",0,-5,-5,-5,-3,0,0,0,0,0
"29155","Midwest","West North Central",1,-2,-7,-4,-7,-8,-8,-8,-8,-8
"29157","Midwest","West North Central",3,14,0,-1,-4,-6,10,14,10,10
"29159","Midwest","West North Central",9,42,27,40,38,49,20,33,15,15
"29161","Midwest","West North Central",44,214,141,170,189,240,163,230,172,173
"29163","Midwest","West North Central",0,-2,-1,-1,0,6,1,1,0,0
"29165","Midwest","West North Central",34,117,146,139,178,281,197,287,235,208
"29167","Midwest","West North Central",6,16,4,2,-4,-12,-13,-13,-13,-13
"29169","Midwest","West North Central",140,171,784,367,267,462,201,151,34,48
"29171","Midwest","West North Central",0,-1,-1,-1,-2,-1,0,0,0,0
"29173","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"29175","Midwest","West North Central",0,2,3,2,2,7,6,10,5,5
"29177","Midwest","West North Central",1,-1,0,0,-1,-4,-4,-3,-3,-4
"29179","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"29181","Midwest","West North Central",0,-2,-2,-3,-1,-2,-2,-2,-2,-2
"29183","Midwest","West North Central",100,520,399,376,502,576,447,624,514,387
"29185","Midwest","West North Central",0,-4,-4,-6,-3,-5,-5,-5,-5,-5
"29186","Midwest","West North Central",0,32,36,39,21,0,-1,-1,-1,-1
"29187","Midwest","West North Central",3,9,2,-8,-5,3,-8,-5,-7,-7
"29189","Midwest","West North Central",431,2347,1464,1452,1808,2591,1658,2415,1829,1722
"29195","Midwest","West North Central",11,49,31,20,22,70,41,53,45,45
"29197","Midwest","West North Central",0,0,-1,0,3,5,3,4,2,2
"29199","Midwest","West North Central",0,-4,-3,-3,0,0,0,0,0,0
"29201","Midwest","West North Central",6,6,14,-5,-3,2,2,6,8,-6
"29203","Midwest","West North Central",1,1,0,0,0,0,0,0,0,0
"29205","Midwest","West North Central",0,0,0,1,1,2,1,1,1,0
"29207","Midwest","West North Central",1,1,0,-6,-2,-2,-2,-2,-2,-2
"29209","Midwest","West North Central",2,-2,3,0,5,1,-4,-1,-5,-5
"29211","Midwest","West North Central",0,13,22,19,22,20,19,28,27,10
"29213","Midwest","West North Central",30,79,28,23,-13,29,8,31,16,7
"29215","Midwest","West North Central",1,6,1,-6,-8,-10,-11,-11,-11,-11
"29217","Midwest","West North Central",12,60,29,4,2,5,2,5,3,3
"29219","Midwest","West North Central",-2,-7,-13,-4,6,17,5,9,7,7
"29221","Midwest","West North Central",0,1,0,0,0,-1,-1,-1,-1,-1
"29223","Midwest","West North Central",0,0,-3,-1,3,-2,-2,-2,-2,-2
"29225","Midwest","West North Central",1,-6,-3,-3,-1,1,0,2,-1,0
"29227","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"29229","Midwest","West North Central",3,-3,-4,0,-6,-6,-7,-7,-7,-7
"29510","Midwest","West North Central",295,1220,771,675,625,1030,692,990,744,734
"30001","West","Mountain",1,8,1,0,4,10,18,47,13,13
"30003","West","Mountain",1,0,0,-2,15,22,16,27,12,12
"30005","West","Mountain",0,1,27,19,22,10,6,8,4,4
"30007","West","Mountain",0,-4,-6,-1,0,1,-1,-1,-1,-1
"30009","West","Mountain",1,-4,11,8,5,2,3,2,2,2
"30011","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30013","West","Mountain",61,29,216,157,75,99,98,41,-23,6
"30015","West","Mountain",2,8,4,8,4,2,3,11,1,1
"30017","West","Mountain",2,2,-5,6,-3,3,3,2,2,2
"30019","West","Mountain",0,1,0,4,5,3,2,1,1,1
"30021","West","Mountain",0,-4,-8,-2,-8,-3,0,-1,-1,-1
"30023","West","Mountain",0,-3,-4,-1,-5,-3,-3,6,-3,-3
"30025","West","Mountain",0,0,0,-1,-1,0,0,0,0,0
"30027","West","Mountain",2,3,0,7,5,4,17,12,10,10
"30029","West","Mountain",26,45,-25,49,-25,-19,-17,81,-43,-42
"30031","West","Mountain",68,82,38,361,170,128,216,180,111,111
"30033","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30035","West","Mountain",9,17,3,23,7,2,13,59,3,3
"30037","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30039","West","Mountain",0,2,1,7,2,1,6,5,4,4
"30041","West","Mountain",9,12,12,13,6,5,14,8,7,7
"30043","West","Mountain",3,5,3,25,7,3,5,3,2,2
"30045","West","Mountain",0,0,0,0,1,1,2,1,1,1
"30047","West","Mountain",4,10,25,104,36,-4,-3,10,-5,-5
"30049","West","Mountain",17,37,17,96,-6,-20,1,-9,-17,-17
"30051","West","Mountain",3,2,1,0,0,-1,-1,-1,-1,-1
"30053","West","Mountain",5,2,-4,6,2,8,21,20,9,9
"30055","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30057","West","Mountain",0,1,-2,9,50,62,3,52,0,0
"30059","West","Mountain",-1,1,1,2,1,0,3,1,1,1
"30061","West","Mountain",0,-1,-1,0,-1,-2,-2,-2,-2,-2
"30063","West","Mountain",44,89,17,356,93,87,210,152,111,112
"30065","West","Mountain",0,3,-2,25,7,5,6,5,3,3
"30067","West","Mountain",5,-2,-2,9,12,23,-3,18,-4,-4
"30069","West","Mountain",0,-1,0,0,0,0,0,0,0,0
"30071","West","Mountain",0,-1,11,-2,-1,-1,0,0,0,0
"30073","West","Mountain",6,8,5,21,3,6,17,14,12,13
"30075","West","Mountain",0,0,0,0,0,0,0,5,0,0
"30077","West","Mountain",0,-1,0,0,0,0,1,7,1,1
"30079","West","Mountain",0,2,2,2,2,0,0,0,0,0
"30081","West","Mountain",19,26,-1,1,-18,-21,-12,-15,-17,-17
"30083","West","Mountain",0,-7,-9,-13,-17,-8,-16,-8,-16,-16
"30085","West","Mountain",1,-1,0,-1,0,3,8,6,6,6
"30087","West","Mountain",2,1,-1,17,7,9,3,2,1,1
"30089","West","Mountain",3,9,3,0,-5,-3,-1,-1,-1,-1
"30091","West","Mountain",0,0,0,0,10,13,0,11,0,0
"30093","West","Mountain",28,39,7,162,96,91,86,63,50,51
"30095","West","Mountain",0,0,0,22,13,14,12,10,9,9
"30097","West","Mountain",0,0,0,6,3,2,3,2,2,2
"30099","West","Mountain",4,5,-1,17,5,2,8,6,6,6
"30101","West","Mountain",0,-3,-1,1,-1,-4,-4,-4,-4,-4
"30103","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30105","West","Mountain",1,2,-2,13,5,4,3,3,2,2
"30107","West","Mountain",0,0,0,0,9,20,1,14,-2,-2
"30109","West","Mountain",0,0,0,0,0,0,0,0,0,0
"30111","West","Mountain",21,15,-5,114,18,29,104,96,42,43
"31001","Midwest","West North Central",0,-4,-3,-2,43,42,80,93,58,59
"31003","Midwest","West North Central",0,1,2,4,1,4,5,9,4,4
"31005","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31007","Midwest","West North Central",1,2,2,2,4,0,0,0,0,0
"31009","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31011","Midwest","West North Central",0,1,0,2,1,0,2,3,2,2
"31013","Midwest","West North Central",0,-6,1,7,7,6,6,4,2,2
"31015","Midwest","West North Central",0,0,1,1,0,2,3,1,1,1
"31017","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31019","Midwest","West North Central",18,93,115,110,143,55,68,59,37,38
"31021","Midwest","West North Central",0,1,1,1,1,1,1,1,1,1
"31023","Midwest","West North Central",0,1,1,2,3,1,1,1,0,0
"31025","Midwest","West North Central",2,7,4,-1,4,3,9,15,7,7
"31027","Midwest","West North Central",0,0,0,-3,-2,1,3,1,1,1
"31029","Midwest","West North Central",0,-3,-2,18,1,8,12,21,9,9
"31031","Midwest","West North Central",0,-2,-2,-2,0,-1,0,-1,-2,-2
"31033","Midwest","West North Central",2,1,-2,-6,-7,-4,-3,-3,-3,-3
"31035","Midwest","West North Central",0,0,0,0,0,0,0,0,-1,-1
"31037","Midwest","West North Central",2,9,29,81,107,121,177,169,119,120
"31039","Midwest","West North Central",5,0,14,18,6,-1,1,-1,-1,-2
"31041","Midwest","West North Central",0,-2,-2,-2,-4,-2,-2,-2,-2,-2
"31043","Midwest","West North Central",23,26,13,15,12,16,33,30,-3,0
"31045","Midwest","West North Central",-2,9,9,12,8,11,19,16,15,6
"31047","Midwest","West North Central",15,29,47,61,106,106,182,161,115,116
"31049","Midwest","West North Central",0,0,0,1,0,1,1,2,1,1
"31051","Midwest","West North Central",0,0,1,8,3,6,8,13,8,8
"31053","Midwest","West North Central",3,5,8,3,60,76,107,81,64,61
"31055","Midwest","West North Central",237,848,1142,1190,1931,1562,2491,1896,1370,1396
"31057","Midwest","West North Central",0,-1,-2,-3,-3,-4,-3,-3,-3,-3
"31059","Midwest","West North Central",0,1,1,0,0,0,0,0,0,0
"31061","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31063","Midwest","West North Central",0,2,1,1,2,1,2,2,0,0
"31065","Midwest","West North Central",0,0,0,0,0,0,1,0,0,0
"31067","Midwest","West North Central",0,-6,-1,-1,-3,1,5,2,1,1
"31069","Midwest","West North Central",0,-1,0,0,0,0,0,0,0,0
"31071","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31073","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31075","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31077","Midwest","West North Central",0,1,0,0,1,1,0,0,0,0
"31079","Midwest","West North Central",62,210,220,247,331,262,338,294,233,208
"31081","Midwest","West North Central",1,0,0,1,0,0,1,0,-1,-1
"31083","Midwest","West North Central",0,1,1,0,0,0,0,0,0,0
"31085","Midwest","West North Central",0,0,0,3,0,0,1,1,1,1
"31087","Midwest","West North Central",1,0,1,5,0,0,0,1,0,0
"31089","Midwest","West North Central",1,8,3,0,4,1,7,10,6,6
"31091","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31093","Midwest","West North Central",0,1,1,1,1,0,1,0,0,0
"31095","Midwest","West North Central",0,4,2,5,2,13,15,13,9,10
"31097","Midwest","West North Central",0,1,0,1,2,3,4,3,2,2
"31099","Midwest","West North Central",0,-1,-2,-1,-3,1,1,-1,-1,-1
"31101","Midwest","West North Central",0,-9,-3,-8,-4,-7,-5,-5,-5,-5
"31103","Midwest","West North Central",0,0,1,0,0,0,0,0,0,0
"31105","Midwest","West North Central",5,26,2,8,8,8,2,2,3,1
"31107","Midwest","West North Central",0,1,4,2,2,0,3,2,2,2
"31109","Midwest","West North Central",152,586,817,732,1356,1037,1421,1103,827,799
"31111","Midwest","West North Central",2,16,19,10,32,7,26,20,17,17
"31113","Midwest","West North Central",0,0,0,1,2,2,3,2,2,2
"31115","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31117","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31119","Midwest","West North Central",13,29,44,56,113,97,106,89,77,71
"31121","Midwest","West North Central",0,0,0,-1,-1,0,0,0,0,0
"31123","Midwest","West North Central",1,-3,0,4,0,2,6,8,3,3
"31125","Midwest","West North Central",0,0,0,0,4,3,3,4,5,1
"31127","Midwest","West North Central",0,-4,-1,0,4,4,4,3,3,3
"31129","Midwest","West North Central",0,0,1,2,2,8,11,8,4,4
"31131","Midwest","West North Central",2,24,35,34,41,27,41,40,31,31
"31133","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31135","Midwest","West North Central",0,0,0,1,0,0,1,2,1,1
"31137","Midwest","West North Central",0,0,3,1,1,3,5,7,5,5
"31139","Midwest","West North Central",1,2,1,3,1,1,2,0,0,0
"31141","Midwest","West North Central",5,13,34,33,65,82,119,100,73,73
"31143","Midwest","West North Central",0,2,2,6,12,4,7,4,3,3
"31145","Midwest","West North Central",1,1,-2,3,12,5,13,8,7,7
"31147","Midwest","West North Central",0,0,-1,-1,-1,-1,2,1,1,1
"31149","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31151","Midwest","West North Central",9,31,56,65,105,58,91,90,59,60
"31153","Midwest","West North Central",75,103,507,276,391,329,319,168,48,107
"31155","Midwest","West North Central",3,11,10,8,4,4,5,5,3,3
"31157","Midwest","West North Central",3,-18,0,27,27,30,41,34,22,23
"31159","Midwest","West North Central",-2,1,5,9,14,14,15,13,9,9
"31161","Midwest","West North Central",0,0,1,0,0,3,5,3,3,3
"31163","Midwest","West North Central",0,0,0,0,0,0,1,0,0,0
"31165","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31167","Midwest","West North Central",0,6,4,2,5,4,4,4,3,3
"31169","Midwest","West North Central",0,1,0,0,0,1,2,2,2,2
"31171","Midwest","West North Central",0,2,2,1,1,1,2,0,0,0
"31173","Midwest","West North Central",0,4,0,3,7,5,4,3,1,1
"31175","Midwest","West North Central",0,0,0,1,11,8,12,11,8,8
"31177","Midwest","West North Central",0,-4,2,6,15,10,17,11,10,10
"31179","Midwest","West North Central",6,16,20,14,-4,1,1,5,1,1
"31181","Midwest","West North Central",0,0,-1,0,0,0,0,0,0,0
"31183","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"31185","Midwest","West North Central",3,0,3,6,5,2,5,4,3,1
"32001","West","Mountain",25,4,99,61,35,70,34,6,-27,-5
"32003","West","Mountain",810,1041,3266,4129,3521,5739,2755,2822,-404,-360
"32005","West","Mountain",5,-19,-12,-2,18,6,8,5,-16,-16
"32007","West","Mountain",5,-24,-22,-29,-5,16,-30,-30,-45,-45
"32009","West","Mountain",0,1,-1,-1,-1,1,-1,0,0,0
"32011","West","Mountain",0,1,-1,0,0,0,0,0,0,0
"32013","West","Mountain",-4,-15,-9,1,-2,24,2,7,-1,-1
"32015","West","Mountain",1,-1,3,7,12,5,4,4,-2,-2
"32017","West","Mountain",0,-2,-1,-4,-3,-2,-2,-2,-2,-2
"32019","West","Mountain",20,-22,-28,-42,-32,-28,-40,-37,-38,-46
"32021","West","Mountain",2,11,14,10,10,6,2,3,0,0
"32023","West","Mountain",2,-18,-15,-25,-22,-25,-48,-50,-64,-63
"32027","West","Mountain",0,-2,-2,1,-1,1,0,0,0,0
"32029","West","Mountain",0,0,-1,-1,0,-2,-4,-4,-4,-4
"32031","West","Mountain",48,-109,123,140,55,367,-98,-55,-371,-387
"32033","West","Mountain",1,-2,-4,0,0,13,13,14,4,4
"32510","West","Mountain",-4,-49,-51,-23,-3,28,-10,-4,-22,-43
"33001","Northeast","New England",14,119,74,68,29,49,54,31,27,28
"33003","Northeast","New England",-2,25,34,29,22,23,23,12,9,10
"33005","Northeast","New England",-2,31,50,44,66,113,103,57,51,52
"33007","Northeast","New England",4,14,12,4,1,5,5,-1,-3,-2
"33009","Northeast","New England",38,383,359,240,230,288,276,164,160,131
"33011","Northeast","New England",270,1485,1680,1238,1385,1917,1949,1371,1272,1002
"33013","Northeast","New England",50,301,384,357,463,516,483,330,299,279
"33015","Northeast","New England",50,255,301,261,305,539,397,223,183,181
"33017","Northeast","New England",21,245,304,254,302,432,468,296,287,259
"33019","Northeast","New England",5,30,43,25,12,3,12,7,7,7
"34001","Northeast","Middle Atlantic",231,1129,898,817,820,879,768,886,576,271
"34003","Northeast","Middle Atlantic",658,3773,2992,2807,3017,4125,3787,4567,2060,1909
"34005","Northeast","Middle Atlantic",183,509,725,508,504,702,530,544,200,120
"34007","Northeast","Middle Atlantic",222,974,882,964,1016,1359,1300,1459,1099,556
"34009","Northeast","Middle Atlantic",32,145,163,108,113,146,121,118,129,-15
"34011","Northeast","Middle Atlantic",63,324,209,282,345,441,491,400,561,74
"34013","Northeast","Middle Atlantic",857,4014,3350,3561,3420,4870,4715,5602,3755,3009
"34015","Northeast","Middle Atlantic",51,196,172,214,181,222,221,248,183,61
"34017","Northeast","Middle Atlantic",1385,7018,5824,6012,6615,8990,8420,9802,5730,5294
"34019","Northeast","Middle Atlantic",26,136,78,99,57,148,120,138,82,63
"34021","Northeast","Middle Atlantic",386,1726,1396,1610,1747,2227,2108,2474,1510,1182
"34023","Northeast","Middle Atlantic",981,5282,4072,4099,4617,6361,5970,6827,3655,3354
"34025","Northeast","Middle Atlantic",191,680,379,511,471,700,643,627,213,191
"34027","Northeast","Middle Atlantic",301,1423,1104,1063,1027,1496,1335,1563,801,628
"34029","Northeast","Middle Atlantic",92,187,138,186,277,400,368,331,122,42
"34031","Northeast","Middle Atlantic",467,2501,2028,2191,2186,3219,3140,3529,2467,1837
"34033","Northeast","Middle Atlantic",5,22,-1,19,52,84,76,63,88,9
"34035","Northeast","Middle Atlantic",248,1083,881,919,861,1240,1129,1357,613,598
"34037","Northeast","Middle Atlantic",19,88,44,36,14,34,20,38,-1,-5
"34039","Northeast","Middle Atlantic",566,2783,2149,2303,2354,3218,3193,3641,2392,2002
"34041","Northeast","Middle Atlantic",31,126,114,134,143,190,164,182,105,104
"35001","West","Mountain",165,1642,1463,2012,672,1311,1047,824,738,773
"35003","West","Mountain",0,0,-1,0,-1,-1,0,0,0,0
"35005","West","Mountain",4,59,4,89,13,126,61,102,25,26
"35006","West","Mountain",6,23,34,57,14,14,14,11,8,9
"35007","West","Mountain",2,32,11,20,4,1,-2,1,-3,-3
"35009","West","Mountain",50,178,404,305,113,217,89,30,-71,-8
"35011","West","Mountain",0,2,1,4,4,1,1,1,1,1
"35013","West","Mountain",-66,232,203,555,104,438,268,248,130,128
"35015","West","Mountain",0,12,51,106,55,116,67,73,42,47
"35017","West","Mountain",10,63,21,13,-4,-6,-9,-10,-10,-10
"35019","West","Mountain",0,-1,-1,-1,0,0,0,0,0,0
"35021","West","Mountain",0,0,0,1,0,0,0,0,0,0
"35023","West","Mountain",0,0,0,3,1,1,1,2,1,1
"35025","West","Mountain",14,153,96,269,54,199,99,152,46,22
"35027","West","Mountain",-2,-2,-8,3,1,41,28,42,17,18
"35028","West","Mountain",8,107,86,113,51,81,68,52,62,62
"35029","West","Mountain",1,-6,-24,-7,10,45,26,11,16,16
"35031","West","Mountain",1,53,32,114,103,118,20,15,16,17
"35033","West","Mountain",-1,-3,-2,0,0,0,0,0,0,0
"35035","West","Mountain",70,374,589,797,336,533,338,226,213,263
"35037","West","Mountain",0,-4,-1,7,9,24,18,22,16,16
"35039","West","Mountain",9,30,44,69,36,41,34,26,30,30
"35041","West","Mountain",1,20,18,60,26,68,45,63,33,34
"35043","West","Mountain",11,89,24,17,-26,13,5,-16,7,-22
"35045","West","Mountain",1,22,19,96,-1,4,-3,-3,-14,-12
"35047","West","Mountain",6,63,73,114,71,71,42,35,41,41
"35049","West","Mountain",74,708,345,417,39,155,121,111,57,63
"35051","West","Mountain",-1,-7,-3,-3,-3,1,2,-1,1,1
"35053","West","Mountain",5,22,29,46,41,64,51,37,47,47
"35055","West","Mountain",4,34,37,100,20,24,-11,-4,-15,-14
"35057","West","Mountain",11,53,50,87,35,46,27,37,22,23
"35059","West","Mountain",0,-4,0,-1,-2,1,-2,-2,-2,-2
"35061","West","Mountain",4,47,56,87,5,-11,-8,-9,-17,-21
"36001","Northeast","Middle Atlantic",239,1040,996,884,1078,1088,1134,879,654,546
"36003","Northeast","Middle Atlantic",11,54,52,38,50,48,46,39,32,28
"36005","Northeast","Middle Atlantic",2722,13347,13687,12283,13215,13303,14467,12012,11429,8697
"36007","Northeast","Middle Atlantic",94,401,444,376,450,491,507,394,309,248
"36009","Northeast","Middle Atlantic",5,40,30,45,44,19,17,14,11,5
"36011","Northeast","Middle Atlantic",7,45,60,50,56,57,59,48,50,26
"36013","Northeast","Middle Atlantic",23,172,185,171,212,177,177,168,218,21
"36015","Northeast","Middle Atlantic",15,48,57,40,39,43,44,29,24,17
"36017","Northeast","Middle Atlantic",1,-1,9,6,8,8,7,1,-2,-2
"36019","Northeast","Middle Atlantic",24,107,97,90,102,88,92,70,60,49
"36021","Northeast","Middle Atlantic",11,41,40,65,85,66,70,51,44,43
"36023","Northeast","Middle Atlantic",6,17,9,15,29,34,33,28,22,19
"36025","Northeast","Middle Atlantic",1,20,19,18,36,33,43,29,30,19
"36027","Northeast","Middle Atlantic",178,664,572,437,461,456,497,347,258,232
"36029","Northeast","Middle Atlantic",502,2326,2590,2474,2808,2928,3000,2519,2376,1278
"36031","Northeast","Middle Atlantic",8,63,55,40,25,17,15,14,9,4
"36033","Northeast","Middle Atlantic",11,49,41,20,9,15,14,14,15,-6
"36035","Northeast","Middle Atlantic",2,19,17,22,14,18,12,8,6,0
"36037","Northeast","Middle Atlantic",9,60,46,31,15,16,13,13,17,2
"36039","Northeast","Middle Atlantic",2,27,53,50,83,59,65,52,55,20
"36041","Northeast","Middle Atlantic",0,0,0,0,-1,-2,-2,-2,-2,-2
"36043","Northeast","Middle Atlantic",11,47,27,21,21,11,12,7,5,2
"36045","Northeast","Middle Atlantic",129,118,1130,527,375,611,259,47,-118,-45
"36047","Northeast","Middle Atlantic",3868,17865,17178,14552,15692,15138,15770,11703,8924,8203
"36049","Northeast","Middle Atlantic",-1,12,39,19,22,23,14,8,6,8
"36051","Northeast","Middle Atlantic",13,94,70,63,79,100,109,85,89,50
"36053","Northeast","Middle Atlantic",3,19,20,25,29,37,42,31,26,28
"36055","Northeast","Middle Atlantic",426,2002,2153,1986,2204,2272,2363,2068,2155,760
"36057","Northeast","Middle Atlantic",11,78,93,116,162,127,131,142,193,14
"36059","Northeast","Middle Atlantic",581,2988,3273,2933,3072,3119,3320,2485,1840,1650
"36061","Northeast","Middle Atlantic",2460,11281,12263,10991,12188,11779,12514,9629,7599,6727
"36063","Northeast","Middle Atlantic",36,143,153,121,152,167,177,149,150,61
"36065","Northeast","Middle Atlantic",130,574,609,567,635,626,653,543,486,263
"36067","Northeast","Middle Atlantic",280,1299,1419,1340,1522,1603,1635,1322,1126,842
"36069","Northeast","Middle Atlantic",13,107,107,91,131,130,140,120,146,42
"36071","Northeast","Middle Atlantic",113,411,537,395,400,439,457,298,243,145
"36073","Northeast","Middle Atlantic",8,19,26,20,15,26,26,23,29,2
"36075","Northeast","Middle Atlantic",10,44,51,43,65,59,62,49,68,15
"36077","Northeast","Middle Atlantic",9,24,27,41,42,47,50,41,32,25
"36079","Northeast","Middle Atlantic",27,109,107,101,136,131,134,98,83,67
"36081","Northeast","Middle Atlantic",4324,19636,19745,16796,17692,17494,18549,13628,10411,9883
"36083","Northeast","Middle Atlantic",57,253,303,241,277,242,265,188,149,126
"36085","Northeast","Middle Atlantic",156,806,919,664,812,864,924,576,397,308
"36087","Northeast","Middle Atlantic",334,1129,1110,836,836,885,909,674,540,504
"36089","Northeast","Middle Atlantic",16,126,179,129,148,159,159,133,96,96
"36091","Northeast","Middle Atlantic",69,181,412,340,309,402,378,213,99,132
"36093","Northeast","Middle Atlantic",75,273,320,297,370,433,434,364,344,223
"36095","Northeast","Middle Atlantic",2,13,24,7,8,8,10,8,5,6
"36097","Northeast","Middle Atlantic",0,5,13,7,8,9,12,8,6,6
"36099","Northeast","Middle Atlantic",2,7,16,11,22,14,15,15,16,8
"36101","Northeast","Middle Atlantic",13,52,41,38,48,86,91,70,47,49
"36103","Northeast","Middle Atlantic",782,3418,3331,2817,2903,2880,3051,2337,1862,1603
"36105","Northeast","Middle Atlantic",27,145,157,160,153,141,136,136,200,-2
"36107","Northeast","Middle Atlantic",0,-17,-10,-15,-9,-2,-3,-6,-7,-9
"36109","Northeast","Middle Atlantic",170,819,845,733,836,827,870,663,476,447
"36111","Northeast","Middle Atlantic",63,291,279,280,316,300,321,248,210,148
"36113","Northeast","Middle Atlantic",5,12,17,22,37,47,46,35,26,23
"36115","Northeast","Middle Atlantic",0,6,8,4,7,13,16,10,9,7
"36117","Northeast","Middle Atlantic",19,60,54,22,52,48,51,31,39,21
"36119","Northeast","Middle Atlantic",721,3618,3464,2864,3340,3538,3901,2817,2320,2060
"36121","Northeast","Middle Atlantic",4,14,11,7,7,5,15,10,8,1
"36123","Northeast","Middle Atlantic",2,5,9,1,31,17,18,9,9,10
"37001","South","South Atlantic",15,22,60,78,96,134,82,69,78,67
"37003","South","South Atlantic",6,-3,4,16,8,9,5,6,0,0
"37005","South","South Atlantic",0,-3,1,-3,0,6,3,3,5,5
"37007","South","South Atlantic",5,-5,4,-2,24,30,26,27,30,29
"37009","South","South Atlantic",3,7,17,0,-9,-7,-9,-12,-13,-13
"37011","South","South Atlantic",-1,-2,6,6,6,10,10,13,9,10
"37013","South","South Atlantic",5,10,-7,-10,0,11,2,-2,3,3
"37015","South","South Atlantic",0,1,5,4,14,33,24,24,31,31
"37017","South","South Atlantic",7,26,11,-3,10,9,9,6,21,21
"37019","South","South Atlantic",1,-26,15,-20,-19,-6,-12,-15,-9,-36
"37021","South","South Atlantic",24,45,48,137,114,200,156,172,134,108
"37023","South","South Atlantic",21,70,83,50,68,80,85,95,65,66
"37025","South","South Atlantic",36,81,114,117,174,219,214,212,196,185
"37027","South","South Atlantic",2,4,14,44,36,61,61,67,57,57
"37029","South","South Atlantic",2,10,12,21,15,9,13,13,11,11
"37031","South","South Atlantic",31,45,144,81,53,83,61,41,15,22
"37033","South","South Atlantic",1,-2,8,9,11,13,11,12,12,13
"37035","South","South Atlantic",27,31,155,186,171,265,241,240,238,233
"37037","South","South Atlantic",11,-3,16,8,-22,4,-10,-15,-6,-8
"37039","South","South Atlantic",3,1,1,3,-14,-13,-13,-13,-14,-14
"37041","South","South Atlantic",1,17,21,-2,-1,2,-4,-5,0,0
"37043","South","South Atlantic",2,-3,-1,-1,-6,-4,-5,-7,-9,-8
"37045","South","South Atlantic",6,23,47,43,59,51,64,69,57,44
"37047","South","South Atlantic",2,2,11,8,9,26,19,15,18,18
"37049","South","South Atlantic",134,150,682,414,259,372,167,26,-102,20
"37051","South","South Atlantic",443,531,2956,1855,1456,1705,1118,704,202,330
"37053","South","South Atlantic",3,-2,-3,1,1,-7,-2,-1,3,-13
"37055","South","South Atlantic",0,-19,9,5,12,53,47,53,44,40
"37057","South","South Atlantic",16,26,63,43,25,17,25,24,19,-18
"37059","South","South Atlantic",4,9,14,17,5,9,3,-1,2,3
"37061","South","South Atlantic",55,106,97,82,63,131,141,138,135,121
"37063","South","South Atlantic",279,957,1308,1465,1380,1571,1766,1900,1463,1376
"37065","South","South Atlantic",-4,-14,5,7,1,24,8,5,24,16
"37067","South","South Atlantic",149,379,451,306,354,552,559,579,546,333
"37069","South","South Atlantic",8,4,24,29,38,92,86,73,101,103
"37071","South","South Atlantic",47,91,129,152,92,109,99,101,74,59
"37073","South","South Atlantic",0,0,3,7,6,7,7,7,6,6
"37075","South","South Atlantic",0,1,0,-2,-1,0,-3,-3,1,1
"37077","South","South Atlantic",8,3,8,-22,-18,-13,4,3,15,-11
"37079","South","South Atlantic",-4,-19,-2,-6,-1,19,7,2,16,16
"37081","South","South Atlantic",318,889,1371,1498,1596,1298,1475,1603,1187,1132
"37083","South","South Atlantic",6,10,14,4,14,15,16,17,9,9
