"fips","region","division","internationalmig2010","internationalmig2011","internationalmig2012","internationalmig2013","internationalmig2014","internationalmig2015","internationalmig2016","internationalmig2017","internationalmig2018","internationalmig2019"
"19057","Midwest","West North Central",6,9,4,31,26,23,24,29,28,-12
"19059","Midwest","West North Central",-1,3,5,7,11,5,9,10,5,5
"19061","Midwest","West North Central",19,107,52,101,84,77,122,131,62,60
"19063","Midwest","West North Central",18,61,2,9,4,8,10,12,10,5
"19065","Midwest","West North Central",2,27,18,25,30,22,24,25,13,13
"19067","Midwest","West North Central",2,-3,-6,-6,-4,19,19,21,34,-5
"19069","Midwest","West North Central",5,0,-3,5,11,6,9,10,6,6
"19071","Midwest","West North Central",0,3,1,2,2,3,3,4,2,2
"19073","Midwest","West North Central",3,1,4,3,-2,0,-1,-1,-1,-1
"19075","Midwest","West North Central",0,1,1,1,0,0,0,0,0,0
"19077","Midwest","West North Central",1,3,1,4,7,5,7,6,5,5
"19079","Midwest","West North Central",0,-5,8,19,19,9,7,4,0,1
"19081","Midwest","West North Central",0,1,2,4,7,4,4,2,1,1
"19083","Midwest","West North Central",1,14,6,30,13,10,17,17,10,10
"19085","Midwest","West North Central",0,0,0,0,-2,-2,-1,-1,-1,-1
"19087","Midwest","West North Central",11,11,3,5,21,17,23,29,20,6
"19089","Midwest","West North Central",2,10,1,2,-3,-4,-4,-4,-4,-4
"19091","Midwest","West North Central",1,2,2,8,6,9,11,2,5,5
"19093","Midwest","West North Central",0,0,0,2,2,8,1,2,1,1
"19095","Midwest","West North Central",0,-4,-2,-6,-2,-4,-1,-1,-2,-2
"19097","Midwest","West North Central",1,1,1,0,2,0,2,2,2,2
"19099","Midwest","West North Central",3,13,3,8,-1,6,18,3,10,10
"19101","Midwest","West North Central",39,231,235,364,305,220,244,273,142,142
"19103","Midwest","West North Central",204,1101,677,1034,1091,823,884,1041,488,478
"19105","Midwest","West North Central",0,9,3,15,38,18,16,15,10,11
"19107","Midwest","West North Central",0,1,1,4,5,6,6,6,4,4
"19109","Midwest","West North Central",0,8,2,8,8,7,7,9,5,5
"19111","Midwest","West North Central",5,19,10,4,-1,-4,-4,-3,-5,-5
"19113","Midwest","West North Central",87,385,246,408,392,351,362,381,168,168
"19115","Midwest","West North Central",2,22,24,48,57,45,45,45,16,17
"19117","Midwest","West North Central",3,16,2,0,0,-1,-2,-2,-2,-2
"19119","Midwest","West North Central",0,0,2,1,1,1,6,6,5,5
"19121","Midwest","West North Central",5,5,2,17,16,6,6,8,3,3
"19123","Midwest","West North Central",3,7,3,36,33,30,31,38,15,15
"19125","Midwest","West North Central",8,16,14,11,15,5,10,13,4,4
"19127","Midwest","West North Central",68,167,124,182,106,114,122,34,34,35
"19129","Midwest","West North Central",3,-2,-2,-2,-2,4,8,-2,3,3
"19131","Midwest","West North Central",1,6,2,1,4,1,2,3,1,1
"19133","Midwest","West North Central",2,4,1,4,3,-1,0,0,0,0
"19135","Midwest","West North Central",2,2,3,8,4,2,6,6,4,4
"19137","Midwest","West North Central",1,-3,0,7,6,2,4,3,1,1
"19139","Midwest","West North Central",12,42,28,115,96,104,98,107,79,47
"19141","Midwest","West North Central",0,8,3,4,8,6,2,2,1,1
"19143","Midwest","West North Central",5,3,2,10,8,8,7,1,2,2
"19145","Midwest","West North Central",2,5,4,17,14,10,9,-4,1,1
"19147","Midwest","West North Central",2,11,6,14,20,23,23,27,12,12
"19149","Midwest","West North Central",1,5,5,27,38,27,25,31,17,17
"19151","Midwest","West North Central",0,1,0,0,2,5,4,2,0,0
"19153","Midwest","West North Central",413,1595,935,1445,1320,934,963,1037,381,385
"19155","Midwest","West North Central",16,-4,-5,76,72,28,37,3,-9,-8
"19157","Midwest","West North Central",7,44,20,34,43,30,29,36,9,9
"19159","Midwest","West North Central",0,0,1,0,2,4,2,2,1,1
"19161","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"19163","Midwest","West North Central",23,156,115,281,300,249,215,204,95,65
"19165","Midwest","West North Central",0,1,8,11,12,-1,-1,0,-1,-1
"19167","Midwest","West North Central",23,61,44,86,78,60,66,42,24,24
"19169","Midwest","West North Central",138,909,587,891,939,700,708,841,369,355
"19171","Midwest","West North Central",1,5,1,1,4,13,10,-1,3,3
"19173","Midwest","West North Central",3,2,1,16,16,7,3,0,1,1
"19175","Midwest","West North Central",2,10,6,13,15,7,8,9,4,4
"19177","Midwest","West North Central",0,1,0,0,0,0,0,0,0,0
"19179","Midwest","West North Central",31,57,66,119,121,101,133,151,87,87
"19181","Midwest","West North Central",4,25,18,26,7,7,6,5,1,1
"19183","Midwest","West North Central",2,1,-2,6,18,12,2,4,-1,-1
"19185","Midwest","West North Central",0,7,0,0,0,-1,1,1,0,0
"19187","Midwest","West North Central",3,39,30,49,53,66,64,50,29,28
"19189","Midwest","West North Central",1,2,-3,1,1,7,5,5,1,1
"19191","Midwest","West North Central",-2,6,-2,1,4,11,13,16,4,4
"19193","Midwest","West North Central",73,199,160,212,200,158,231,194,102,100
"19195","Midwest","West North Central",0,1,1,1,1,1,1,1,0,0
"19197","Midwest","West North Central",7,8,4,9,16,14,22,16,11,11
"20001","Midwest","West North Central",0,4,5,8,2,23,15,4,8,8
"20003","Midwest","West North Central",0,-3,-3,-3,-3,-3,-4,-4,-4,-4
"20005","Midwest","West North Central",0,-3,-2,-2,-1,1,0,-4,-2,-2
"20007","Midwest","West North Central",0,0,1,1,0,0,1,1,1,1
"20009","Midwest","West North Central",5,-18,-16,9,34,9,11,-12,4,5
"20011","Midwest","West North Central",0,12,16,21,24,23,19,5,9,9
"20013","Midwest","West North Central",0,-1,2,3,1,2,-1,-1,-1,-1
"20015","Midwest","West North Central",2,49,35,41,12,38,36,9,25,20
"20017","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"20019","Midwest","West North Central",0,0,1,0,0,0,0,0,0,0
"20021","Midwest","West North Central",-1,-9,-5,-7,-4,0,13,6,10,10
"20023","Midwest","West North Central",0,1,4,5,4,3,2,1,2,2
"20025","Midwest","West North Central",0,1,0,-1,0,0,0,0,0,0
"20027","Midwest","West North Central",0,-1,-1,-3,-1,-1,3,0,1,1
"20029","Midwest","West North Central",1,21,18,10,12,11,6,2,5,5
"20031","Midwest","West North Central",0,-2,1,2,-2,3,3,0,1,1
"20033","Midwest","West North Central",0,0,0,0,0,-1,-1,-1,-1,-1
"20035","Midwest","West North Central",12,42,36,44,70,60,33,2,19,19
"20037","Midwest","West North Central",14,105,77,105,143,159,141,50,84,85
"20039","Midwest","West North Central",0,-1,0,1,3,3,5,3,4,4
"20041","Midwest","West North Central",1,7,7,6,5,3,4,2,1,2
"20043","Midwest","West North Central",0,5,5,7,0,7,3,-1,0,1
"20045","Midwest","West North Central",90,630,606,634,613,841,677,249,395,387
"20047","Midwest","West North Central",0,-1,3,8,10,1,2,0,2,2
"20049","Midwest","West North Central",0,0,0,0,1,0,0,0,0,0
"20051","Midwest","West North Central",8,35,54,51,59,96,85,40,58,44
"20053","Midwest","West North Central",0,5,0,-1,-1,1,2,0,2,2
"20055","Midwest","West North Central",35,143,110,161,167,179,175,38,102,105
"20057","Midwest","West North Central",21,89,111,259,365,324,350,134,238,240
"20059","Midwest","West North Central",0,11,4,6,6,22,17,5,9,9
"20061","Midwest","West North Central",86,116,512,217,134,264,169,11,-59,24
"20063","Midwest","West North Central",0,0,0,2,2,2,3,2,2,2
"20065","Midwest","West North Central",0,0,2,4,8,4,4,2,3,3
"20067","Midwest","West North Central",5,6,-1,-10,-14,0,-2,-8,-5,-9
"20069","Midwest","West North Central",0,3,0,3,11,25,24,12,16,16
"20071","Midwest","West North Central",0,0,0,1,3,4,3,2,2,2
"20073","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"20075","Midwest","West North Central",1,2,5,11,38,19,23,7,15,15
"20077","Midwest","West North Central",1,5,1,1,4,5,3,1,2,2
"20079","Midwest","West North Central",9,23,12,44,73,56,54,13,37,37
"20081","Midwest","West North Central",1,6,5,10,2,0,4,2,2,3
"20083","Midwest","West North Central",0,-1,-1,10,4,15,15,2,6,6
"20085","Midwest","West North Central",1,1,-3,-2,-1,1,-2,-4,-3,-3
"20087","Midwest","West North Central",0,0,1,0,1,-3,-2,-2,-2,-2
"20089","Midwest","West North Central",0,1,0,0,0,0,0,0,0,0
"20091","Midwest","West North Central",143,1198,967,1009,1172,2050,1761,530,1009,937
"20093","Midwest","West North Central",3,3,4,10,14,6,8,4,5,5
"20095","Midwest","West North Central",1,5,-5,-4,-2,-1,-1,-1,-1,-1
"20097","Midwest","West North Central",0,3,3,2,6,3,3,0,1,1
"20099","Midwest","West North Central",2,10,6,-3,-3,0,2,0,1,-3
"20101","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"20103","Midwest","West North Central",33,46,243,136,118,230,140,27,34,17
"20105","Midwest","West North Central",0,3,2,2,2,0,0,0,0,0
"20107","Midwest","West North Central",0,1,0,0,1,0,0,0,0,0
"20109","Midwest","West North Central",1,5,1,0,0,1,0,0,0,0
"20111","Midwest","West North Central",21,105,110,84,96,120,94,20,45,47
"20113","Midwest","West North Central",5,20,11,13,3,11,6,-3,0,0
"20115","Midwest","West North Central",0,5,8,10,9,12,8,2,5,5
"20117","Midwest","West North Central",1,3,2,3,2,4,3,1,3,3
"20119","Midwest","West North Central",0,2,0,11,21,8,9,4,6,7
"20121","Midwest","West North Central",-1,-10,-6,5,4,17,19,8,12,12
"20123","Midwest","West North Central",0,0,3,9,10,11,4,2,2,2
"20125","Midwest","West North Central",7,38,36,60,76,82,94,46,64,61
"20127","Midwest","West North Central",0,0,2,1,1,9,13,5,8,8
"20129","Midwest","West North Central",3,5,-3,-4,-4,2,4,1,3,-2
"20131","Midwest","West North Central",0,1,-2,-1,4,7,5,2,5,5
"20133","Midwest","West North Central",4,23,24,8,5,38,55,28,38,38
"20135","Midwest","West North Central",0,0,0,11,16,9,7,3,7,7
"20137","Midwest","West North Central",0,-3,-2,2,3,1,1,1,1,1
"20139","Midwest","West North Central",0,1,4,1,3,5,3,2,3,3
"20141","Midwest","West North Central",0,3,3,7,4,3,3,1,1,1
"20143","Midwest","West North Central",0,2,0,3,4,1,1,1,0,1
"20145","Midwest","West North Central",0,-1,-2,-1,-2,-4,-1,-1,-1,-1
"20147","Midwest","West North Central",0,1,1,0,1,4,3,0,0,0
"20149","Midwest","West North Central",4,25,18,1,4,16,14,1,6,6
"20151","Midwest","West North Central",0,2,1,3,14,9,10,3,4,4
"20153","Midwest","West North Central",0,2,4,3,6,3,8,1,7,7
"20155","Midwest","West North Central",2,-3,-13,-9,24,72,62,18,38,38
"20157","Midwest","West North Central",0,0,2,2,8,7,7,0,5,5
"20159","Midwest","West North Central",1,8,10,16,11,12,11,4,7,7
"20161","Midwest","West North Central",165,515,1135,688,749,1159,778,286,322,416
"20163","Midwest","West North Central",0,2,1,3,2,2,2,1,0,0
"20165","Midwest","West North Central",1,1,1,0,0,0,0,0,0,0
"20167","Midwest","West North Central",0,0,-3,-4,-5,-6,-6,-7,-7,-7
"20169","Midwest","West North Central",17,30,27,38,24,16,24,-7,7,2
"20171","Midwest","West North Central",11,16,-3,2,0,0,0,-3,-3,-2
"20173","Midwest","West North Central",120,830,1050,1016,1118,1502,1215,303,601,622
"20175","Midwest","West North Central",15,13,75,64,134,210,174,61,106,106
"20177","Midwest","West North Central",19,101,132,146,249,323,261,79,151,132
"20179","Midwest","West North Central",0,0,-1,2,0,3,2,2,2,2
"20181","Midwest","West North Central",1,-3,-4,-3,-3,0,-1,-1,-1,-1
"20183","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"20185","Midwest","West North Central",0,0,0,-1,0,0,1,0,0,0
"20187","Midwest","West North Central",0,-3,0,6,11,3,17,9,10,12
"20189","Midwest","West North Central",3,6,8,20,49,27,33,6,23,23
"20191","Midwest","West North Central",0,2,7,15,12,17,17,7,8,9
"20193","Midwest","West North Central",2,6,3,-1,10,12,14,6,11,11
"20195","Midwest","West North Central",0,1,1,0,0,1,2,1,2,2
"20197","Midwest","West North Central",1,3,2,0,2,8,3,1,2,2
"20199","Midwest","West North Central",0,-1,0,1,0,1,0,0,0,0
"20201","Midwest","West North Central",0,8,4,2,3,3,3,0,3,3
"20203","Midwest","West North Central",0,1,-2,2,4,2,1,0,0,0
"20205","Midwest","West North Central",0,3,0,1,-1,1,1,1,1,1
"20207","Midwest","West North Central",0,0,0,0,0,0,0,0,0,0
"20209","Midwest","West North Central",42,432,510,673,761,860,850,255,509,500
"21001","South","East South Central",1,4,-1,19,6,3,6,2,-1,-1
"21003","South","East South Central",2,7,-2,1,-2,-1,0,6,1,1
"21005","South","East South Central",2,-1,0,3,4,15,18,15,5,6
"21007","South","East South Central",0,2,3,0,1,2,2,3,0,0
"21009","South","East South Central",7,28,39,43,22,22,20,19,0,0
"21011","South","East South Central",1,3,1,-2,0,4,0,0,-2,-2
"21013","South","East South Central",1,-6,-5,5,1,7,3,7,5,5
"21015","South","East South Central",94,236,298,306,139,191,225,180,15,0
"21017","South","East South Central",11,63,38,23,-2,9,1,2,-3,-3
"21019","South","East South Central",-2,-9,-6,-2,-7,-5,0,1,-11,-11
"21021","South","East South Central",4,7,8,20,12,33,23,18,-2,-2
"21023","South","East South Central",2,6,5,2,2,3,2,3,2,2
"21025","South","East South Central",1,9,4,0,1,0,1,1,0,0
"21027","South","East South Central",0,-2,-1,-3,-2,5,8,15,9,9
"21029","South","East South Central",0,-20,9,10,2,2,1,-2,-8,-8
"21031","South","East South Central",4,19,24,0,1,1,2,2,3,0
"21033","South","East South Central",0,0,0,-1,-1,-1,-1,-1,-1,-1
"21035","South","East South Central",24,93,123,223,139,203,167,133,12,14
"21037","South","East South Central",8,68,113,193,79,127,127,97,14,-1
"21039","South","East South Central",1,2,3,4,2,0,0,0,0,0
"21041","South","East South Central",7,35,22,4,-7,-2,2,1,0,0
"21043","South","East South Central",2,0,0,24,6,3,8,12,3,3
"21045","South","East South Central",0,-4,-7,-1,-3,-1,-2,-1,-2,-2
"21047","South","East South Central",100,58,898,354,225,394,180,30,-126,-62
"21049","South","East South Central",4,-2,-2,12,-6,2,2,-1,-11,-10
"21051","South","East South Central",1,-1,1,5,7,8,5,7,9,-3
"21053","South","East South Central",0,15,14,19,13,14,7,3,-2,-2
"21055","South","East South Central",1,1,-1,0,0,-1,-2,-2,-2,-2
"21057","South","East South Central",1,5,7,7,2,0,0,0,0,0
"21059","South","East South Central",10,34,73,136,123,224,216,180,40,42
"21061","South","East South Central",-1,-1,5,9,2,-3,-1,-1,-5,-5
"21063","South","East South Central",0,1,0,0,1,0,0,0,0,0
"21065","South","East South Central",0,0,0,0,0,0,1,1,1,1
"21067","South","East South Central",294,1192,1449,1746,1022,1424,1483,1298,296,242
"21069","South","East South Central",0,-2,-5,-1,0,0,0,0,0,0
"21071","South","East South Central",2,4,12,12,9,12,8,7,0,0
"21073","South","East South Central",18,88,66,54,31,66,77,91,26,28
"21075","South","East South Central",0,-1,0,2,0,0,0,1,0,0
"21077","South","East South Central",6,17,2,13,7,9,6,5,0,0
"21079","South","East South Central",-2,3,3,6,-1,0,0,0,-2,-2
"21081","South","East South Central",-1,-8,-5,-4,-8,-12,-13,-13,-14,-14
"21083","South","East South Central",28,74,47,34,16,45,62,68,49,19
"21085","South","East South Central",1,-9,-6,7,8,8,9,6,-1,-1
"21087","South","East South Central",2,5,7,9,-2,0,0,0,0,0
"21089","South","East South Central",0,0,-6,-8,-3,-2,-1,-1,-3,-3
"21091","South","East South Central",0,-2,-1,-1,-1,0,0,0,0,0
"21093","South","East South Central",113,102,518,363,250,300,156,100,-3,-59
"21095","South","East South Central",1,4,8,2,2,2,1,1,0,0
"21097","South","East South Central",0,15,32,30,-1,-2,-1,6,-2,-2
"21099","South","East South Central",1,5,8,8,4,7,5,5,-1,0
"21101","South","East South Central",5,1,-4,2,0,0,0,-1,-5,-5
"21103","South","East South Central",1,12,13,14,2,1,0,0,0,0
"21105","South","East South Central",0,-1,0,-1,0,0,0,0,0,0
"21107","South","East South Central",4,9,16,32,22,35,30,27,7,7
"21109","South","East South Central",0,0,-1,0,0,0,-1,-1,-1,-1
"21111","South","East South Central",438,1780,2485,3232,1779,2619,2592,2174,511,499
"21113","South","East South Central",18,28,94,135,88,118,134,123,35,35
"21115","South","East South Central",0,-1,-1,1,-1,-2,-4,-4,-4,-4
"21117","South","East South Central",28,100,159,178,96,116,144,101,-18,-25
"21119","South","East South Central",0,-2,0,0,3,3,2,1,-2,-2
"21121","South","East South Central",1,-2,-8,-7,29,31,22,16,-4,-3
"21123","South","East South Central",3,-2,-1,1,-3,-2,2,1,-3,-3
"21125","South","East South Central",11,38,36,29,-12,-4,-7,-7,-9,-9
"21127","South","East South Central",0,-1,5,18,11,22,12,10,9,-4
"21129","South","East South Central",-1,-3,-2,-3,-1,4,8,3,-1,0
"21131","South","East South Central",0,-7,-3,-4,-1,1,1,1,-1,-1
"21133","South","East South Central",0,7,4,4,0,2,2,3,1,1
"21135","South","East South Central",0,-2,0,-3,0,0,-1,-1,-1,-1
"21137","South","East South Central",0,-2,-1,-1,0,-1,-1,-1,-1,-1
"21139","South","East South Central",0,1,4,5,0,0,0,0,0,0
"21141","South","East South Central",5,16,-6,-6,-6,-2,-1,-3,-3,-3
"21143","South","East South Central",0,0,1,1,-3,-2,0,0,-3,-3
"21145","South","East South Central",0,-23,-7,22,3,16,18,14,-11,-9
"21147","South","East South Central",0,-9,-7,-3,3,4,2,1,-4,-4
"21149","South","East South Central",1,6,4,1,1,1,2,2,0,0
"21151","South","East South Central",16,48,42,81,87,138,126,108,1,2
"21153","South","East South Central",0,-1,1,1,4,3,3,2,1,1
"21155","South","East South Central",11,36,14,22,2,3,-1,-1,-4,-4
"21157","South","East South Central",3,8,10,16,2,3,8,6,0,1
"21159","South","East South Central",0,0,-1,1,-2,-1,-1,-1,-1,-1
"21161","South","East South Central",1,-7,-4,2,3,17,21,28,11,11
"21163","South","East South Central",36,53,118,78,30,37,13,0,-27,-14
"21165","South","East South Central",0,-1,-2,-2,0,0,0,0,0,0
"21167","South","East South Central",2,32,38,43,8,12,9,19,6,6
"21169","South","East South Central",0,1,2,-2,0,1,0,0,-1,-1
"21171","South","East South Central",1,11,9,14,2,2,0,2,-2,-2
"21173","South","East South Central",3,-6,-6,-7,-3,-3,-4,-8,-10,-10
"21175","South","East South Central",1,3,11,0,0,9,11,8,1,1
"21177","South","East South Central",0,0,-2,-2,-2,0,-1,-2,-2,-2
"21179","South","East South Central",-2,-8,-2,-1,-5,0,-3,-4,-7,-7
"21181","South","East South Central",1,0,0,1,2,-2,0,0,0,0
"21183","South","East South Central",1,-8,8,16,6,-8,-2,-4,-7,-7
"21185","South","East South Central",17,67,59,23,-5,31,26,35,-1,-1
"21187","South","East South Central",1,1,-1,0,0,0,0,0,0,0
"21189","South","East South Central",0,-1,-1,-1,0,0,0,0,0,0
"21191","South","East South Central",0,-1,-4,3,0,9,8,7,3,3
"21193","South","East South Central",-1,-3,-3,-5,1,30,38,33,4,5
"21195","South","East South Central",2,-11,-6,10,-3,13,13,21,-2,-1
"21197","South","East South Central",0,0,-2,-3,-3,5,8,9,2,2
"21199","South","East South Central",8,11,20,63,34,44,26,23,-2,-2
"21201","South","East South Central",0,0,0,0,0,0,0,0,0,0
"21203","South","East South Central",0,2,2,3,0,0,1,1,0,0
"21205","South","East South Central",-3,-17,3,9,21,24,14,9,-5,-5
"21207","South","East South Central",7,31,45,13,2,7,7,13,7,7
"21209","South","East South Central",7,53,75,62,18,54,38,32,6,-6
"21211","South","East South Central",18,110,132,147,88,119,101,92,23,25
"21213","South","East South Central",-5,-7,-4,3,13,27,20,14,3,3
"21215","South","East South Central",-1,-1,1,-2,-3,7,14,18,10,10
"21217","South","East South Central",11,38,26,61,32,53,42,33,7,7
"21219","South","East South Central",6,26,16,8,-3,6,6,10,4,5
"21221","South","East South Central",0,0,-1,4,3,0,1,1,-1,-1
"21223","South","East South Central",-1,8,-2,-5,-1,0,-1,-1,-1,-1
"21225","South","East South Central",0,-5,1,0,0,-8,0,-1,-9,-9
"21227","South","East South Central",95,438,550,784,525,654,726,594,109,111
"21229","South","East South Central",0,-2,13,34,17,23,13,15,5,5
"21231","South","East South Central",0,0,0,5,10,0,1,1,1,1
"21233","South","East South Central",3,7,10,12,11,12,7,4,2,2
"21235","South","East South Central",9,12,1,3,4,12,25,19,-6,-6
"21237","South","East South Central",0,-1,0,0,0,-3,-4,-4,-4,-4
"21239","South","East South Central",0,14,46,20,-5,12,17,22,1,1
"22001","South","West South Central",5,32,22,53,33,33,45,19,17,17
"22003","South","West South Central",3,26,-1,0,0,8,12,2,-2,-3
"22005","South","West South Central",4,118,19,128,35,73,111,54,57,38
"22007","South","West South Central",1,10,3,21,18,11,8,2,6,-2
"22009","South","West South Central",2,25,21,33,21,5,19,7,5,5
"22011","South","West South Central",8,12,46,30,22,53,39,19,23,11
"22013","South","West South Central",0,-3,-3,-1,-1,1,4,2,3,3
"22015","South","West South Central",53,135,292,322,214,237,193,41,-23,41
"22017","South","West South Central",45,125,170,166,136,153,112,20,18,19
"22019","South","West South Central",33,176,94,171,98,147,197,92,103,58
"22021","South","West South Central",0,3,1,15,10,0,12,0,-2,-2
"22023","South","West South Central",0,-3,-2,-2,0,-2,-2,-1,0,-4
"22025","South","West South Central",1,20,5,20,11,21,13,10,10,11
"22027","South","West South Central",2,22,4,5,-1,0,3,2,0,0
"22029","South","West South Central",1,-2,-4,-5,1,-6,1,-4,-4,-8
"22031","South","West South Central",2,1,1,0,1,-3,-1,-3,-3,-3
"22033","South","West South Central",164,932,546,691,644,1010,1086,644,664,640
"22035","South","West South Central",0,-2,-1,-3,-1,-3,-3,-3,-3,-3
"22037","South","West South Central",0,-3,-1,-3,-2,0,1,1,1,1
"22039","South","West South Central",2,56,43,68,78,70,85,61,60,60
"22041","South","West South Central",0,-5,-3,-3,0,0,0,0,0,0
"22043","South","West South Central",3,15,-4,22,8,4,9,0,3,-1
"22045","South","West South Central",14,213,28,152,86,33,62,10,4,6
"22047","South","West South Central",5,23,7,20,-4,-6,-5,-8,-8,-8
"22049","South","West South Central",0,-6,-6,-6,-1,2,2,-1,-1,-3
"22051","South","West South Central",310,1737,897,1302,1179,1712,1708,1060,1161,1033
"22053","South","West South Central",2,5,-2,2,2,4,11,6,5,6
"22055","South","West South Central",71,580,209,359,275,338,398,181,191,184
"22057","South","West South Central",32,219,83,133,94,102,110,57,62,50
"22059","South","West South Central",1,11,4,24,15,10,11,4,3,4
"22061","South","West South Central",41,224,112,126,124,147,159,91,93,85
"22063","South","West South Central",11,54,-28,15,-14,11,24,3,11,-7
"22065","South","West South Central",0,-1,-1,0,0,0,0,0,0,0
"22067","South","West South Central",1,8,6,7,3,-2,-1,-1,-1,-1
"22069","South","West South Central",0,16,-6,25,8,27,34,19,23,23
"22071","South","West South Central",153,793,612,685,622,920,793,450,456,441
"22073","South","West South Central",28,136,42,96,76,85,78,38,39,40
"22075","South","West South Central",-2,-5,21,14,20,39,29,15,12,12
"22077","South","West South Central",5,25,1,4,5,-5,5,-4,-6,-5
"22079","South","West South Central",18,101,84,132,81,38,84,23,21,16
"22081","South","West South Central",0,1,5,7,7,11,12,9,9,9
"22083","South","West South Central",0,2,2,-1,-2,-1,-1,-1,-1,-1
"22085","South","West South Central",0,0,0,15,6,4,8,1,-2,-2
"22087","South","West South Central",6,21,11,49,62,72,83,45,45,45
"22089","South","West South Central",5,63,34,55,31,35,41,21,25,26
"22091","South","West South Central",-2,-2,0,4,8,3,-2,-2,-2,-2
"22093","South","West South Central",3,12,2,1,1,4,6,4,5,5
"22095","South","West South Central",3,89,31,94,57,47,37,18,13,15
"22097","South","West South Central",0,-1,-11,-1,-3,0,13,4,5,6
"22099","South","West South Central",3,45,21,88,42,33,53,16,15,11
"22101","South","West South Central",7,97,44,88,70,66,85,46,49,38
"22103","South","West South Central",20,245,110,169,107,173,229,117,124,105
"22105","South","West South Central",9,122,29,164,74,24,77,8,0,1
"22107","South","West South Central",0,0,0,0,-1,-1,0,0,0,0
"22109","South","West South Central",11,92,49,153,65,54,119,30,39,-1
"22111","South","West South Central",1,20,2,33,13,6,13,4,5,5
"22113","South","West South Central",8,50,34,62,35,16,19,6,3,4
"22115","South","West South Central",100,36,501,289,195,290,163,37,-29,31
"22117","South","West South Central",0,-9,-12,-15,-12,-14,-8,-15,-15,-16
"22119","South","West South Central",2,-4,-6,11,5,15,8,5,5,5
"22121","South","West South Central",2,14,-2,31,-12,-9,-8,-9,-9,-9
"22123","South","West South Central",0,0,-1,1,2,8,14,7,6,6
"22125","South","West South Central",4,13,1,3,-1,8,12,8,7,7
"22127","South","West South Central",0,-1,-3,-3,-2,-4,-2,-2,-2,-2
"23001","Northeast","New England",38,102,42,168,265,98,171,77,90,92
"23003","Northeast","New England",6,31,-7,24,76,30,86,33,51,39
"23005","Northeast","New England",155,594,306,802,1445,371,963,342,459,456
"23007","Northeast","New England",12,35,15,25,18,-6,4,-1,-1,-1
"23009","Northeast","New England",22,72,48,78,103,41,96,32,40,41
"23011","Northeast","New England",7,22,13,79,190,19,108,26,39,40
"23013","Northeast","New England",2,10,12,102,125,5,16,0,3,3
"23015","Northeast","New England",4,29,15,31,33,10,31,12,15,15
"23017","Northeast","New England",2,14,-7,7,35,9,49,14,23,19
"23019","Northeast","New England",25,107,49,123,191,15,153,45,59,62
"23021","Northeast","New England",0,1,1,2,0,7,23,11,14,14
"23023","Northeast","New England",4,8,6,3,0,-3,8,0,2,2
"23025","Northeast","New England",6,12,0,18,20,-3,5,1,2,2
"23027","Northeast","New England",7,46,29,84,70,16,59,20,32,32
"23029","Northeast","New England",1,5,5,53,81,20,58,35,43,31
"23031","Northeast","New England",3,14,-51,143,342,-6,136,-19,3,5
"24001","South","South Atlantic",7,49,69,63,75,75,60,69,41,42
"24003","South","South Atlantic",346,649,1363,916,996,1466,918,778,366,436
"24005","South","South Atlantic",868,2837,3237,2594,2797,3268,2497,2692,1770,1727
"24009","South","South Atlantic",19,30,119,60,70,97,61,52,12,26
"24011","South","South Atlantic",4,28,48,60,60,68,56,61,46,43
"24013","South","South Atlantic",14,20,81,47,48,67,46,42,23,21
"24015","South","South Atlantic",11,64,77,62,80,84,43,46,43,-12
"24017","South","South Atlantic",79,158,224,156,172,198,123,102,40,65
"24019","South","South Atlantic",6,15,14,14,31,70,52,55,67,8
"24021","South","South Atlantic",189,513,736,577,649,740,521,535,346,325
"24023","South","South Atlantic",4,10,14,2,9,-2,-1,-1,-1,-1
"24025","South","South Atlantic",116,226,335,213,240,333,290,285,216,136
"24027","South","South Atlantic",411,1189,1485,1235,1446,1532,1193,1263,805,779
"24029","South","South Atlantic",5,0,6,-5,0,13,11,7,9,8
"24031","South","South Atlantic",2154,7512,9090,7998,8603,9890,7837,8468,5960,5699
"24033","South","South Atlantic",1521,4723,5583,4621,5135,6287,5189,5548,4102,3991
"24035","South","South Atlantic",1,-3,21,53,59,57,35,40,29,23
"24037","South","South Atlantic",62,75,298,192,141,201,132,106,56,60
"24039","South","South Atlantic",13,27,35,37,37,48,31,35,21,18
"24041","South","South Atlantic",5,27,25,38,-1,14,17,20,12,9
"24043","South","South Atlantic",50,158,208,196,199,205,190,196,178,116
"24045","South","South Atlantic",111,418,408,345,316,313,255,252,220,185
"24047","South","South Atlantic",18,43,23,41,34,52,34,34,15,17
"24510","South","South Atlantic",531,1717,2041,1639,1930,2220,1823,1932,1433,1290
"25001","Northeast","New England",99,208,346,224,343,418,422,486,330,317
"25003","Northeast","New England",50,161,269,262,297,322,285,334,267,175
"25005","Northeast","New England",166,832,1048,1092,1419,1506,1650,1861,1718,810
"25007","Northeast","New England",5,0,-3,-2,0,0,1,1,1,-1
