"fips","region","division","domesticmig2010","domesticmig2011","domesticmig2012","domesticmig2013","domesticmig2014","domesticmig2015","domesticmig2016","domesticmig2017","domesticmig2018","domesticmig2019"
"36111","Northeast","Middle Atlantic",-160,-413,-1224,-1105,-532,-869,-741,-340,-146,-677
"36113","Northeast","Middle Atlantic",8,81,-281,-321,-108,-261,94,62,-58,-146
"36115","Northeast","Middle Atlantic",88,-286,-143,-244,-306,-196,-453,-162,-168,63
"36117","Northeast","Middle Atlantic",-37,-695,-479,-859,-718,-657,-653,-470,-332,-370
"36119","Northeast","Middle Atlantic",-615,-1817,-3835,-1045,-4466,-5544,-6130,-6462,-6735,-5390
"36121","Northeast","Middle Atlantic",-50,-326,-183,-334,-268,-216,-529,-146,-225,-147
"36123","Northeast","Middle Atlantic",-27,2,-183,-189,-157,-42,-148,-150,-89,-98
"37001","South","South Atlantic",176,938,331,629,951,1377,3021,2694,2806,2588
"37003","South","South Atlantic",26,-225,-105,69,-37,19,219,28,227,203
"37005","South","South Atlantic",10,-74,-36,-9,1,-3,107,120,171,29
"37007","South","South Atlantic",-43,-312,-189,-327,18,-320,-360,-309,-369,-33
"37009","South","South Atlantic",27,-172,1,-3,52,13,122,315,455,251
"37011","South","South Atlantic",12,-10,-108,81,31,-107,20,113,72,106
"37013","South","South Atlantic",8,-128,-184,7,69,217,114,-137,201,128
"37015","South","South Atlantic",-47,-321,-346,-92,53,-79,-705,-114,-112,-89
"37017","South","South Atlantic",36,-298,-52,-175,-262,-182,-374,-146,-183,-316
"37019","South","South Atlantic",579,2109,1934,2968,3520,4065,4432,4990,6649,6629
"37021","South","South Atlantic",357,2181,2117,2739,1983,2586,2849,2160,2268,2102
"37023","South","South Atlantic",-218,80,-546,-491,35,124,191,679,339,171
"37025","South","South Atlantic",232,1586,2151,1999,3228,3681,4075,4063,3503,3756
"37027","South","South Atlantic",4,-488,-355,134,-335,-23,326,267,228,294
"37029","South","South Atlantic",14,-13,-37,92,108,-4,101,124,99,148
"37031","South","South Atlantic",235,782,326,684,309,197,258,331,913,378
"37033","South","South Atlantic",13,-237,-358,122,-264,50,4,-57,77,-5
"37035","South","South Atlantic",-137,-554,-175,-39,-181,130,612,1119,692,679
"37037","South","South Atlantic",288,197,429,744,1426,1574,1368,1684,1978,1448
"37039","South","South Atlantic",28,-139,6,237,126,207,833,288,553,386
"37041","South","South Atlantic",-34,110,-134,-8,-119,-237,11,-96,63,-66
"37043","South","South Atlantic",11,119,29,12,46,124,184,305,206,189
"37045","South","South Atlantic",-64,-547,-123,-437,190,-5,228,270,437,504
"37047","South","South Atlantic",-122,-267,-242,-352,-85,-155,-299,-168,-132,-124
"37049","South","South Atlantic",286,-220,-855,-2001,-1004,-1998,-700,-438,-334,-514
"37051","South","South Atlantic",5618,-926,-7032,-1964,-5710,-5950,-2024,-5770,-642,-978
"37053","South","South Atlantic",81,218,121,217,516,258,499,619,696,733
"37055","South","South Atlantic",57,133,139,339,29,453,324,363,405,390
"37057","South","South Atlantic",-67,-80,-60,304,33,196,761,892,1276,1322
"37059","South","South Atlantic",62,102,-60,181,-158,484,373,485,289,303
"37061","South","South Atlantic",112,149,-144,-446,-179,-842,103,-654,-200,-442
"37063","South","South Atlantic",287,1828,2083,2156,2439,1687,2875,217,1299,1176
"37065","South","South Atlantic",-6,-637,-496,-270,-633,-1099,-421,-476,-689,-484
"37067","South","South Atlantic",104,1129,1110,1294,2080,1285,2219,2910,1824,1734
"37069","South","South Atlantic",179,-114,308,536,435,758,769,1285,1334,1867
"37071","South","South Atlantic",-90,150,477,994,1010,1896,3354,2767,2709,1679
"37073","South","South Atlantic",4,-105,-171,-180,-106,-71,42,-42,88,40
"37075","South","South Atlantic",21,-52,-87,37,-71,-14,-34,9,-26,7
"37077","South","South Atlantic",41,-293,-17,172,233,151,465,663,569,473
"37079","South","South Atlantic",-131,181,-387,-202,4,-78,104,-96,113,-35
"37081","South","South Atlantic",223,2257,1980,2249,2169,1702,3827,734,1582,1947
"37083","South","South Atlantic",-143,-321,-362,-438,-249,-599,-314,-434,-537,-468
"37085","South","South Atlantic",760,2403,1628,1655,382,127,1583,707,1090,836
"37087","South","South Atlantic",-24,-60,73,516,366,693,924,843,1110,630
"37089","South","South Atlantic",155,693,584,1428,1607,1844,2064,2079,1607,1296
"37091","South","South Atlantic",78,-47,-134,-37,14,-195,-175,-288,-28,-174
"37093","South","South Atlantic",377,1240,89,-123,-308,309,-507,464,4,50
"37095","South","South Atlantic",-6,-4,-118,-37,-52,-153,39,-170,-200,-72
"37097","South","South Atlantic",144,741,1154,1398,1465,2362,2383,2582,2293,3116
"37099","South","South Atlantic",37,-287,293,321,-158,247,1230,552,265,267
"37101","South","South Atlantic",472,1739,848,1897,2300,3286,4706,4575,5312,5752
"37103","South","South Atlantic",6,-50,21,-49,-126,-60,-163,9,48,-166
"37105","South","South Atlantic",-117,349,369,258,-720,-279,-5,488,505,304
"37107","South","South Atlantic",-78,-80,-310,-325,-463,-277,-667,-518,-546,80
"37109","South","South Atlantic",91,86,339,370,293,1073,618,1285,1487,2031
"37111","South","South Atlantic",34,-9,5,85,10,-22,-94,325,404,329
"37113","South","South Atlantic",12,86,9,17,128,318,251,470,717,622
"37115","South","South Atlantic",22,123,48,285,78,-41,242,252,142,112
"37117","South","South Atlantic",3,-238,-261,-126,-137,-89,-103,-242,-34,-152
"37119","South","South Atlantic",474,9325,10353,10566,6590,9315,9091,6282,2872,4382
"37121","South","South Atlantic",-34,-72,7,24,-75,-42,5,51,87,31
"37123","South","South Atlantic",-35,-98,-243,-101,-152,99,-133,10,-206,102
"37125","South","South Atlantic",274,742,845,1156,1391,1150,1238,1863,1443,2023
"37127","South","South Atlantic",-47,-148,-712,-952,-399,-476,163,-16,54,159
"37129","South","South Atlantic",347,2012,2215,3176,2321,2918,4871,3419,3172,1915
"37131","South","South Atlantic",-33,-29,-601,-352,-121,-47,-312,-170,-118,-97
"37133","South","South Atlantic",6724,-5730,-585,-3415,-4668,-3458,-4455,-181,-328,-1813
"37135","South","South Atlantic",48,-84,1736,300,-133,-56,453,-191,3465,-305
"37137","South","South Atlantic",2,189,-192,-108,66,-50,107,-48,82,169
"37139","South","South Atlantic",-80,-480,-61,-984,-332,-243,-112,-113,94,112
"37141","South","South Atlantic",148,631,396,936,1005,1414,1277,1858,1236,957
"37143","South","South Atlantic",39,22,104,68,-66,-27,10,76,-11,122
"37145","South","South Atlantic",-30,137,-323,68,-132,121,119,122,144,94
"37147","South","South Atlantic",296,842,1020,297,-513,85,134,533,149,444
"37149","South","South Atlantic",-24,-11,93,286,113,178,130,279,259,195
"37151","South","South Atlantic",86,-443,116,-168,-15,-93,384,-104,161,414
"37153","South","South Atlantic",-20,-24,-330,-214,-376,-315,-375,-214,49,-64
"37155","South","South Atlantic",24,-113,-329,-1058,-870,-976,-1529,-1197,-1101,-1636
"37157","South","South Atlantic",-3,-317,-449,-591,30,72,-148,-201,100,696
"37159","South","South Atlantic",-138,-596,-388,241,442,355,805,914,605,906
"37161","South","South Atlantic",-28,-217,-98,-189,-85,35,97,428,434,461
"37163","South","South Atlantic",-59,-272,-134,-144,-387,-552,-643,-265,-211,-78
"37165","South","South Atlantic",-99,85,-257,-239,-363,-415,-59,-239,-438,53
"37167","South","South Atlantic",-20,-123,-15,165,-71,6,245,627,665,623
"37169","South","South Atlantic",-27,-129,-332,-101,-106,-18,-137,-13,-68,231
"37171","South","South Atlantic",7,-205,-191,-514,-80,-399,117,285,-51,-72
"37173","South","South Atlantic",3,23,-2,-65,215,48,-146,122,49,103
"37175","South","South Atlantic",20,-132,153,178,218,315,379,573,529,349
"37177","South","South Atlantic",-3,-57,-216,-21,-3,23,-113,150,-53,-83
"37179","South","South Atlantic",437,1598,1884,2955,4327,3117,3209,4033,3563,3115
"37181","South","South Atlantic",-121,-92,-347,-650,-50,-157,-25,-255,250,-177
"37183","South","South Atlantic",2737,11440,11769,10792,12091,13232,14247,11966,9362,10857
"37185","South","South Atlantic",-27,6,-202,-89,-170,-113,-242,76,63,27
"37187","South","South Atlantic",-34,-215,-247,46,-210,-190,-130,-89,-138,-154
"37189","South","South Atlantic",-67,659,367,189,51,592,984,966,796,121
"37191","South","South Atlantic",-14,532,-564,-953,-964,-1197,-806,-1773,-285,-542
"37193","South","South Atlantic",-44,-288,7,-198,-24,-36,334,3,169,-50
"37195","South","South Atlantic",51,-399,-56,-318,-362,61,-168,-17,-151,336
"37197","South","South Atlantic",-8,-76,-205,-83,-185,-172,90,28,-85,218
"37199","South","South Atlantic",-18,-45,-12,-9,51,44,117,149,234,227
"38001","Midwest","West North Central",6,-34,30,53,4,5,-50,-26,-51,-59
"38003","Midwest","West North Central",4,32,-97,134,-45,-20,-90,-199,-106,-69
"38005","Midwest","West North Central",3,-45,-7,43,-86,-134,-68,-12,-66,-197
"38007","Midwest","West North Central",-6,49,60,-24,-5,10,-14,-35,-8,4
"38009","Midwest","West North Central",3,64,120,127,-71,42,-143,-30,-108,-91
"38011","Midwest","West North Central",0,9,68,13,30,36,-67,-76,-87,-45
"38013","Midwest","West North Central",2,91,108,106,-53,62,-138,-111,-50,12
"38015","Midwest","West North Central",239,1124,1849,2082,1354,1823,626,-95,-560,-201
"38017","Midwest","West North Central",53,1010,2060,3284,1824,1795,1328,835,804,-174
"38019","Midwest","West North Central",-1,-33,3,-57,-21,-26,-25,-55,8,-57
"38021","Midwest","West North Central",-1,10,6,-42,-93,-33,-71,-147,57,-75
"38023","Midwest","West North Central",11,53,111,67,90,7,-76,-116,-35,-10
"38025","Midwest","West North Central",2,170,207,170,182,136,-251,-142,0,37
"38027","Midwest","West North Central",-1,-3,28,44,-28,-4,-11,36,-9,-18
"38029","Midwest","West North Central",4,6,-18,22,-42,-10,-45,-18,-14,-24
"38031","Midwest","West North Central",6,6,46,-16,-14,-7,-9,-47,-46,-1
"38033","Midwest","West North Central",6,67,47,25,26,19,-34,-88,-33,-12
"38035","Midwest","West North Central",-77,-1004,190,887,-2,-266,-569,-807,-599,-1419
"38037","Midwest","West North Central",0,-49,4,36,-1,31,-20,-26,-15,-83
"38039","Midwest","West North Central",-2,-27,-5,-35,28,13,-8,11,-17,12
"38041","Midwest","West North Central",0,44,49,105,-11,24,-63,-130,9,-17
"38043","Midwest","West North Central",11,-19,3,-7,-18,-12,10,0,-35,12
"38045","Midwest","West North Central",-2,-16,0,10,1,28,-23,-27,-45,-45
"38047","Midwest","West North Central",9,-18,-27,2,18,-15,5,-11,-40,-37
"38049","Midwest","West North Central",1,98,275,91,73,3,-18,-96,-93,-67
"38051","Midwest","West North Central",-8,-14,21,15,35,-8,-93,24,-10,-49
"38053","Midwest","West North Central",40,565,895,1176,1519,1594,-378,-56,706,1232
"38055","Midwest","West North Central",32,81,279,101,63,81,-41,-10,-125,-93
"38057","Midwest","West North Central",-8,-26,18,92,107,66,-178,-188,-208,-82
"38059","Midwest","West North Central",80,30,230,654,647,223,167,-65,-131,159
"38061","Midwest","West North Central",42,331,544,500,313,471,-183,-86,-171,188
"38063","Midwest","West North Central",6,-25,30,7,-19,-62,-17,54,-17,-3
"38065","Midwest","West North Central",-7,2,-8,32,-29,-11,21,24,-3,-1
"38067","Midwest","West North Central",11,-62,-137,-105,-36,-74,-22,-124,-70,-94
"38069","Midwest","West North Central",4,33,101,-15,-38,-76,-42,-105,-21,-82
"38071","Midwest","West North Central",10,12,48,-60,21,18,-170,-27,-83,-123
"38073","Midwest","West North Central",-20,12,49,32,-46,27,-52,-56,-50,17
"38075","Midwest","West North Central",3,8,56,51,-38,-24,-36,-66,-90,-22
"38077","Midwest","West North Central",2,-62,-76,19,19,-92,-48,-70,-104,-109
"38079","Midwest","West North Central",6,22,41,104,-113,-180,-136,-209,-354,-213
"38081","Midwest","West North Central",-24,-22,104,-24,37,-67,-3,-51,-22,31
"38083","Midwest","West North Central",-6,1,-29,38,10,-22,25,7,-14,-33
"38085","Midwest","West North Central",-14,31,24,64,-28,-146,43,-92,-83,-156
"38087","Midwest","West North Central",0,-11,36,1,1,-2,-2,-18,-15,-20
"38089","Midwest","West North Central",98,717,1429,1143,1636,1139,-1356,-1001,293,293
"38091","Midwest","West North Central",10,-20,-20,-35,-3,-1,-12,-10,-21,-17
"38093","Midwest","West North Central",8,-86,-21,111,9,-90,13,59,-268,-189
"38095","Midwest","West North Central",0,28,26,-11,9,-22,-6,-1,-69,-7
"38097","Midwest","West North Central",-14,-47,1,103,-148,-40,21,-24,1,8
"38099","Midwest","West North Central",-23,-85,-8,50,-163,-81,-52,-52,-171,-11
"38101","Midwest","West North Central",195,1462,-378,1634,508,622,-2300,-2095,-1526,-798
"38103","Midwest","West North Central",2,60,54,-49,-10,-16,-33,-35,-76,-70
"38105","Midwest","West North Central",122,1696,2037,2489,2089,2620,-1608,-1296,1483,1601
"39001","Midwest","East North Central",12,-121,-175,-236,-20,-118,-99,-53,-89,-21
"39003","Midwest","East North Central",-76,-662,-951,-356,-452,-920,-636,-620,-523,-501
"39005","Midwest","East North Central",91,-140,-163,-239,-218,-43,87,85,-53,-285
"39007","Midwest","East North Central",-101,-364,-813,-500,-717,-602,-271,-420,-233,-307
"39009","Midwest","East North Central",340,-370,-875,-504,-211,764,164,-98,-1130,-305
"39011","Midwest","East North Central",-54,-295,-60,-22,-132,-138,-50,-134,-111,-165
"39013","Midwest","East North Central",-37,2,-164,92,-23,-226,-155,-326,-155,-264
"39015","Midwest","East North Central",9,-255,-416,-170,-189,-222,-25,-60,112,-102
"39017","Midwest","East North Central",311,-1122,-1631,-1757,382,167,286,670,-112,-156
"39019","Midwest","East North Central",-22,-42,-220,-279,-56,-343,-87,-237,-201,-132
"39021","Midwest","East North Central",-52,-292,-293,-166,-410,-81,-214,100,-80,87
"39023","Midwest","East North Central",-140,-559,-555,-399,-273,-456,-861,46,32,-355
"39025","Midwest","East North Central",27,303,-296,203,313,-196,501,516,747,422
"39027","Midwest","East North Central",-157,-92,-156,-53,-141,-55,-54,46,66,-129
"39029","Midwest","East North Central",-6,-402,-765,-518,-207,-642,-740,-533,-332,-382
"39031","Midwest","East North Central",-7,-49,-153,-153,-184,-52,-51,-195,37,-50
"39033","Midwest","East North Central",-47,-460,-454,-6,-247,-46,-176,-275,-138,41
"39035","Midwest","East North Central",-3128,-11656,-8107,-5552,-7565,-9843,-9610,-10094,-8935,-8342
"39037","Midwest","East North Central",-10,-356,-247,-217,-215,-188,-365,-106,-314,-209
"39039","Midwest","East North Central",51,-222,-287,-373,-109,-258,-250,-26,-129,-46
"39041","Midwest","East North Central",527,2025,1111,2691,2463,2330,2188,2352,3028,3013
"39043","Midwest","East North Central",-26,-181,-135,-283,-213,-314,-215,-15,-116,-100
"39045","Midwest","East North Central",80,186,-553,755,974,290,870,1390,788,1160
"39047","Midwest","East North Central",-1,-158,-141,-82,-28,-44,51,45,22,-151
"39049","Midwest","East North Central",-630,914,3474,2923,3321,2345,44,5947,-218,-2967
"39051","Midwest","East North Central",-76,-371,-112,-231,59,-207,-77,-127,-41,-209
"39053","Midwest","East North Central",115,-70,-223,-218,-267,-229,-82,-44,-188,-24
"39055","Midwest","East North Central",-43,-289,273,-98,-68,-177,-154,-55,-45,-436
"39057","Midwest","East North Central",-212,1242,-163,-1518,-220,-1383,91,620,483,1062
"39059","Midwest","East North Central",36,-249,-51,-186,-6,-300,-211,-116,-31,-97
"39061","Midwest","East North Central",-1306,-6351,-3372,-2954,-2752,-3492,-3453,-1521,-2610,-1811
"39063","Midwest","East North Central",-164,34,244,-210,-723,0,-192,-158,-241,-394
"39065","Midwest","East North Central",10,-400,-255,29,-67,-219,-277,-92,0,-100
"39067","Midwest","East North Central",-13,9,-61,-53,-43,-69,-107,-3,11,-69
"39069","Midwest","East North Central",-58,-213,-240,-112,-259,-136,-197,-131,-118,-137
"39071","Midwest","East North Central",-19,-306,-484,191,-219,-159,-33,-126,88,65
"39073","Midwest","East North Central",67,-19,-179,-680,82,-273,-147,75,-60,-52
"39075","Midwest","East North Central",-55,-181,-173,-24,-300,-314,-432,-329,-381,-415
"39077","Midwest","East North Central",-94,-403,-350,-584,-372,-465,-150,-132,-137,-202
"39079","Midwest","East North Central",34,-134,-265,-151,-80,-245,-71,-139,-10,30
"39081","Midwest","East North Central",0,-244,-149,-74,-23,-44,-296,-261,-275,-140
"39083","Midwest","East North Central",89,135,-637,-24,34,-144,-212,309,490,319
"39085","Midwest","East North Central",-94,-130,-450,368,-543,-169,-422,749,84,281
"39087","Midwest","East North Central",-36,-19,-274,-176,-256,-489,-79,-392,-65,-95
"39089","Midwest","East North Central",89,-89,-126,327,394,741,861,1166,1680,886
"39091","Midwest","East North Central",-81,-264,-309,-128,-11,-246,-176,83,55,294
"39093","Midwest","East North Central",-56,-546,-1168,444,421,-25,333,329,975,612
"39095","Midwest","East North Central",-910,-3796,-4443,-2350,-3481,-2727,-2452,-3256,-2542,-2187
"39097","Midwest","East North Central",22,-418,-232,242,622,90,-787,634,314,283
"39099","Midwest","East North Central",-268,-544,-1167,-913,-725,-1021,-1290,-205,-346,38
"39101","Midwest","East North Central",-52,-47,-395,-393,-240,-382,-29,-389,307,-364
"39103","Midwest","East North Central",94,393,-292,693,684,-77,339,1057,642,635
"39105","Midwest","East North Central",-24,-84,-66,-106,-149,-10,39,-34,49,-89
"39107","Midwest","East North Central",-55,-208,-115,-255,-53,-192,-177,-49,-206,-44
"39109","Midwest","East North Central",-110,64,-7,147,399,-31,284,550,736,807
"39111","Midwest","East North Central",-36,15,-91,33,-132,-79,-127,-95,-90,-50
"39113","Midwest","East North Central",-179,-2693,-2326,-2188,-3592,-2456,-1635,-1608,-777,-973
"39115","Midwest","East North Central",-4,16,-65,9,-139,12,26,-42,-54,-47
"39117","Midwest","East North Central",-33,-43,-91,-69,18,-25,-56,-33,144,157
"39119","Midwest","East North Central",44,-150,-568,-236,120,173,-306,102,-61,15
"39121","Midwest","East North Central",-14,51,-105,-4,-149,-72,-13,-35,-51,81
"39123","Midwest","East North Central",-5,47,4,-12,20,-41,-126,337,336,-39
"39125","Midwest","East North Central",-46,-238,-150,-113,-264,-45,-130,-27,-108,-89
"39127","Midwest","East North Central",-4,58,-298,-107,-146,-27,-76,-96,-3,40
"39129","Midwest","East North Central",-21,113,199,50,220,144,529,247,348,367
"39131","Midwest","East North Central",2,-148,-102,-122,-132,-83,-5,14,-110,-114
"39133","Midwest","East North Central",-156,-17,-856,-321,102,-521,-620,-425,-155,-229
"39135","Midwest","East North Central",-58,-191,-166,-169,-163,-225,-125,24,-97,-122
"39137","Midwest","East North Central",-89,-272,-353,-214,-115,-342,-160,-274,-176,-58
"39139","Midwest","East North Central",-305,-1097,-628,-356,-449,-280,-503,-620,631,240
"39141","Midwest","East North Central",13,-483,-353,-61,-352,-8,-159,372,-419,-220
"39143","Midwest","East North Central",-93,-369,-259,-446,-207,-380,-217,-154,-330,-201
"39145","Midwest","East North Central",20,-241,-618,-495,-798,-378,-505,-279,-332,-39
"39147","Midwest","East North Central",-122,-171,-419,-288,-69,-265,-280,-181,-108,-76
"39149","Midwest","East North Central",-145,-327,-393,-262,-412,-265,-479,-204,-285,-239
"39151","Midwest","East North Central",-325,-935,182,214,38,-980,-1466,-1221,-467,-545
"39153","Midwest","East North Central",-571,-1844,-1880,-457,-1194,-1978,-2255,-456,-889,-961
"39155","Midwest","East North Central",-345,-658,-1145,-452,-993,-1143,-1189,-845,-1202,-98
"39157","Midwest","East North Central",-65,-270,-268,45,-84,-156,-391,-382,-376,-163
"39159","Midwest","East North Central",20,325,-659,301,23,243,815,870,664,859
"39161","Midwest","East North Central",-68,-107,-22,-293,-29,3,-146,33,-84,-20
"39163","Midwest","East North Central",-20,-36,-165,80,-92,-143,-64,75,50,-47
"39165","Midwest","East North Central",275,515,623,576,844,1413,1416,1309,2465,2019
"39167","Midwest","East North Central",-71,10,-47,-22,-145,22,-291,11,-227,-76
"39169","Midwest","East North Central",-162,-244,-259,-257,-119,-282,-164,-899,-740,-424
"39171","Midwest","East North Central",-124,-28,-146,-127,-245,-199,-109,-163,49,-53
"39173","Midwest","East North Central",294,762,732,4,-214,-506,76,303,-272,96
"39175","Midwest","East North Central",-23,25,-136,-142,-184,-101,-118,-10,-136,-108
"40001","South","West South Central",19,-214,-291,-132,-153,-183,-24,-241,63,-58
