"GeoFips","GeoName","2002","2003","2004","2005","2006","2007","2008","2009","2010"
"18009","Blackford, IN",269496,275053,290044,292733,306653,311944,291900,256124,277667
"18011","Boone, IN",1097925,1188750,1341227,1419063,1529107,1601623,1767532,1685926,1800301
"18013","Brown, IN",191755,192937,195050,200612,223372,216673,222334,216784,221811
"18015","Carroll, IN",417561,424161,444200,426645,468315,520309,544884,519818,572329
"18017","Cass, IN",1034192,1069519,1118500,1083405,1185037,1207617,1242981,1119526,1168110
"18019","Clark, IN",2833243,2980961,3087190,3275447,3590142,3770699,3872884,3801877,4092023
"18021","Clay, IN",451887,498695,521739,524673,557323,566039,563662,531181,608615
"18023","Clinton, IN",1161388,1047871,1057346,963086,1015573,1067314,1095326,1056478,1080631
"18025","Crawford, IN",133835,141712,140618,141870,154832,148788,147082,142859,167188
"18027","Daviess, IN",636693,695642,711887,745763,838820,913141,970816,932257,945511
"18029","Dearborn, IN",1319497,1342987,1393308,1345083,1434275,1394815,1345129,1330289,1424887
"18031","Decatur, IN",901931,944885,930919,945992,1007891,1067791,1059745,928555,1053373
"18033","DeKalb, IN",1677319,1693072,1801151,1685640,1710775,1870968,1904304,1624687,1916377
"18035","Delaware, IN",3199840,3325006,3305260,3320294,3459271,3404937,3387278,3307919,3657140
"18037","Dubois, IN",1792989,1863764,1901662,2036198,2134398,2118657,2028314,1888656,2049449
"18039","Elkhart, IN",7892099,8658659,9215820,9863524,10382500,10477225,9037137,7114074,9265583
"18041","Fayette, IN",750120,758111,707420,671155,664249,631398,564913,489344,539797
"18043","Floyd, IN",1774770,1877754,2016701,2118275,2305588,2322282,2341057,2240607,2293743
"18045","Fountain, IN",369168,398704,433674,423726,442231,505855,530018,401248,518472
"18047","Franklin, IN",308941,354180,369883,359417,396887,401716,401468,385547,393575
"18049","Fulton, IN",449024,464952,500908,497479,519085,558212,572266,489447,568010
"18051","Gibson, IN",1677966,2041594,2005268,2153175,2428023,2604063,2291022,2091450,2532917
"18053","Grant, IN",1854473,1947534,1915227,1907731,2068942,2075213,2114418,2028744,2368371
"18055","Greene, IN",460259,477834,493059,509114,557168,573328,564540,571715,559577
"18057","Hamilton, IN",7266681,8153448,8884899,9672278,10129561,11018502,10883215,10768633,11452590
"18059","Hancock, IN",1226601,1328784,1423287,1483755,1634899,1663329,1703229,1597367,1703579
"18061","Harrison, IN",823456,855942,873206,831202,922190,914432,896252,838287,861833
"18063","Hendricks, IN",2346947,2569400,2832222,3019892,3332575,3424289,3645506,3676145,3772316
"18065","Henry, IN",1029436,1099643,1051419,983558,1040454,1080540,1078027,942208,1046893
"18067","Howard, IN",3908491,4497673,4200083,3993102,4027383,4214556,3700119,2624539,4086078
"18069","Huntington, IN",923062,977382,1052395,1084705,1159245,1186206,1179737,1101917,1152671
"18071","Jackson, IN",1329698,1449871,1539594,1526454,1630685,1656796,1681631,1458231,1728908
"18073","Jasper, IN",901705,968710,1058758,1140230,1251897,1338925,1329739,1192331,1325456
"18075","Jay, IN",485388,538204,581038,576152,653213,680226,691247,594751,708619
"18077","Jefferson, IN",954414,1010253,1104488,1114254,1184330,1164255,1203462,1142664,1318811
"18079","Jennings, IN",494838,514204,555569,555709,594561,615812,597932,536526,610612
"18081","Johnson, IN",2528643,2676348,2772449,2928925,3159544,3183470,3181893,3085292,3234786
"18083","Knox, IN",1039174,1065716,1128520,1127969,1272925,1343056,1422829,1364499,1484332
"18085","Kosciusko, IN",3683092,3888700,4257113,4666639,4302260,4305071,4155277,4479235,5074583
"18087","Lagrange, IN",863936,955831,982915,1034356,1106686,1107428,942405,772328,979551
"18089","Lake, IN",13798299,14489969,15513469,16203885,17174084,19842406,19498873,17592352,18405279
"18091","LaPorte, IN",2964933,3013852,3225242,3274680,3469366,3630998,3722380,3443371,3653557
"18093","Lawrence, IN",1022025,1036816,1102699,1109537,1153878,1138608,1129696,945516,1049967
"18095","Madison, IN",3137440,3191961,3123411,3068937,3203389,3144083,3079587,3033777,3166317
"18097","Marion, IN",54964595,56867340,61469381,63015249,65101395,69403376,74748338,76781961,79087924
"18099","Marshall, IN",1138820,1161067,1229625,1270309,1368765,1460808,1422104,1283665,1408861
"18101","Martin, IN",523508,639875,645282,685791,722103,690396,730387,768589,830887
"18103","Miami, IN",693839,725195,765515,779013,851062,832527,829642,727076,749849
"18105","Monroe, IN",3749434,3912645,4094639,4349135,4609545,4624262,4770701,4892593,4957877
"18107","Montgomery, IN",1209054,1213324,1276051,1243708,1351992,1505330,1559518,1417667,1521804
"18109","Morgan, IN",959895,1022493,1089817,1142045,1251981,1253379,1236303,1239391,1250158
"18111","Newton, IN",274319,274620,314575,298553,328166,376682,385399,295628,312685
"18113","Noble, IN",1281658,1379650,1396700,1398410,1437042,1474769,1373693,1208385,1437038
"18115","Ohio, IN",235510,220950,217117,212457,194720,207678,220988,243719,253349
"18117","Orange, IN",355004,376960,390466,404911,467531,505072,527440,487024,503959
"18119","Owen, IN",326749,343569,370358,423863,442699,466347,428985,434889,464120
"18121","Parke, IN",221000,234789,245436,239122,261007,280175,281450,275861,281235
"18123","Perry, IN",396315,408987,453517,442470,457914,530229,612635,494966,733607
"18125","Pike, IN",531703,543303,571113,567082,646399,664201,705411,790196,863263
"18127","Porter, IN",3887860,4013859,4575177,4528778,4725808,5449467,5655160,4627450,5444972
"18129","Posey, IN",1144991,1494173,2068875,2195609,1353139,1728526,2014747,1900753,1871007
"18131","Pulaski, IN",309878,311112,386583,387363,409868,436835,442617,346306,439172
"18133","Putnam, IN",710825,745215,778487,788586,844963,858343,851115,841945,859566
"18135","Randolph, IN",521404,576987,585363,547617,568942,629344,641417,639526,694487
"18137","Ripley, IN",1032918,1015228,1034747,1028942,1046580,1037471,1054965,1077217,1161218
"18139","Rush, IN",367965,402651,444566,434462,465538,475278,493567,460954,479780
"18141","St. Joseph, IN",8861275,9426769,9863994,10139593,10629571,10997184,10825994,10096891,10670547
"18143","Scott, IN",471432,471002,507569,509296,532272,532965,529251,517002,528942
"18145","Shelby, IN",1189608,1255202,1318929,1309125,1376760,1415220,1462328,1383166,1500759
"18147","Spencer, IN",838522,888801,909268,932750,1084080,984206,1133710,1182468,1232087
"18149","Starke, IN",292330,296164,321668,318103,364470,374420,385079,373553,409368
"18151","Steuben, IN",969441,966775,986163,988143,1020979,1049736,1017968,964458,1053357
"18153","Sullivan, IN",485266,531584,537804,541094,579483,600354,636361,730014,868667
"18155","Switzerland, IN",173723,173958,178323,172019,191556,201049,208593,214536,213018
"18157","Tippecanoe, IN",5135029,5425667,5706860,6009806,6388659,6751745,6764715,6314965,6737817
"18159","Tipton, IN",352707,342013,367466,343186,369836,383842,384479,348750,358660
"18161","Union, IN",103759,112258,121728,118426,138563,134038,140072,135289,138437
"18163","Vanderburgh, IN",7536897,7698570,8095489,8437803,8832020,8704291,9185673,9099393,9257334
"18165","Vermillion, IN",544415,578962,644038,628388,657512,726641,746159,771321,815701
"18167","Vigo, IN",3408349,3583452,3723225,3864016,4085034,4220901,4345955,4207649,4270782
"18169","Wabash, IN",819561,904180,927145,912938,962972,1004979,961110,853450,963466
"18171","Warren, IN",141919,146372,169650,164170,192921,219115,224661,210315,215609
"18173","Warrick, IN",1220082,1217092,1374575,1329409,1383854,1585944,1690292,1539288,1892027
"18175","Washington, IN",414223,445559,454314,464505,496039,480611,442089,400308,432174
"18177","Wayne, IN",2219096,2218849,2284135,2293237,2344764,2337927,2381720,2253891,2379309
"18179","Wells, IN",703052,772262,787916,805416,818729,839693,873937,848526,906798
"18181","White, IN",577970,576320,643839,655205,685293,743203,759563,657137,770197
"18183","Whitley, IN",692660,753599,820082,841673,898182,1007802,978821,875737,1002694
"19001","Adair, IA",212425,215997,266611,233924,253783,257072,285665,263754,263495
"19003","Adams, IA",125263,110135,135180,115274,114634,119404,151797,164060,186899
"19005","Allamakee, IA",374914,401676,443295,441305,466817,484818,484057,467920,504898
"19007","Appanoose, IA",268735,284880,309324,308150,316043,306976,340497,351210,349361
"19009","Audubon, IA",140543,139134,189771,177743,196157,207008,304599,257443,247707
"19011","Benton, IA",448053,442993,498533,476951,513570,571542,613871,605118,644579
"19013","Black Hawk, IA",4546767,4580589,5231703,5550674,5599844,5929074,5920972,6327230,6788169
"19015","Boone, IA",616372,653971,713076,721726,756737,810631,823774,858352,847775
"19017","Bremer, IA",618228,625955,752605,825930,833199,916900,836434,808386,822908
"19019","Buchanan, IA",414667,414884,476573,506312,544065,580194,560144,592879,595600
"19021","Buena Vista, IA",638427,667135,757835,760347,810836,910674,1018788,1043039,1109155
"19023","Butler, IA",260312,253755,333040,323899,352118,397347,388035,387948,447904
"19025","Calhoun, IA",215703,226095,285461,290155,303477,359157,388900,326088,373331
"19027","Carroll, IA",667887,712027,846822,883278,943312,998435,1021167,1010355,1118854
"19029","Cass, IA",342390,350478,415976,409781,433990,457599,500195,489375,487991
"19031","Cedar, IA",351808,363410,392257,375209,417234,451308,459915,459675,497781
"19033","Cerro Gordo, IA",1507178,1692083,1900208,2060049,2078825,2165180,2080193,2029936,2066550
"19035","Cherokee, IA",380901,413096,454994,468226,624150,707348,653324,667189,677418
"19037","Chickasaw, IA",279312,285506,338088,349579,363014,390362,412271,414094,467044
"19039","Clarke, IA",243074,245985,263125,280820,308287,332489,329674,323834,326505
"19041","Clay, IA",548816,586770,646856,651668,681957,744404,795632,743722,807107
"19043","Clayton, IA",403953,422006,480505,482841,509415,513782,520800,483165,565455
"19045","Clinton, IA",1793753,1874617,1974535,1908273,2002808,2003649,2044230,2193648,2277477
"19047","Crawford, IA",449625,482968,567027,588015,660639,789603,848636,774770,736644
"19049","Dallas, IA",930882,1075531,1568709,1838642,1972835,2448678,2531361,2577044,2798585
"19051","Davis, IA",143131,138312,151230,148996,159725,163777,160512,169577,186415
"19053","Decatur, IA",111459,117244,143353,143754,152729,152968,162566,167417,169101
"19055","Delaware, IA",386213,403160,440678,454403,510570,549264,572804,590275,681155
"19057","Des Moines, IA",1468804,1489869,1567098,1589391,1748974,1809212,1784820,1704869,1671057
"19059","Dickinson, IA",558086,573473,609235,621320,639324,675498,656027,678405,757704
"19061","Dubuque, IA",3092941,3258935,3683635,4028495,4236331,4548127,4322664,4185748,4498306
"19063","Emmet, IA",280007,288848,310176,301621,319395,367387,374673,347641,385602
"19065","Fayette, IA",425328,421528,494598,506737,520252,575026,568194,536086,611695
"19067","Floyd, IA",527117,493051,542804,513849,549377,524635,610739,608254,668044
"19069","Franklin, IA",274881,283812,369840,362651,393056,454181,420775,411719,459069
"19071","Fremont, IA",225644,260179,289930,275443,299463,313882,317126,357619,342350
"19073","Greene, IA",236737,247977,292690,272361,281561,342003,344376,387897,375872
"19075","Grundy, IA",314415,323523,375263,364347,401928,419898,447028,450401,458570
"19077","Guthrie, IA",215173,234838,313466,321414,362048,406356,426827,357154,361685
"19079","Hamilton, IA",479779,550933,641149,642350,851293,869769,775940,640242,663299
"19081","Hancock, IA",510899,518118,606423,565945,573654,598884,568533,451868,595620
"19083","Hardin, IA",551864,526503,646314,648746,708170,779036,759300,713474,811951
"19085","Harrison, IA",281824,286295,329316,305107,320384,357514,385953,420729,387097
"19087","Henry, IA",636164,635492,713192,729258,746774,786304,793876,750500,741155
"19089","Howard, IA",266259,258317,302310,316649,322202,345829,317057,255579,390447
"19091","Humboldt, IA",300170,292460,342463,332696,331354,348941,352133,349050,345103
"19093","Ida, IA",267805,274493,319469,310923,320698,358167,397110,338105,377324
"19095","Iowa, IA",674960,741857,782792,742550,834994,815414,872919,772920,835531
"19097","Jackson, IA",347404,386135,422847,420737,434627,434755,451647,434893,468943
"19099","Jasper, IA",1035759,1077158,1040211,1031544,1197343,1193333,1037191,1012889,979955
"19101","Jefferson, IA",518823,545727,559023,561153,554251,564167,581985,554889,544190
"19103","Johnson, IA",4781121,4954933,5275937,5500695,5858817,6061194,6472222,6648492,6915382
"19105","Jones, IA",386789,402682,437066,435618,475161,505948,489606,479204,490780
"19107","Keokuk, IA",198994,207408,234872,207822,225134,244049,253179,266873,251499
"19109","Kossuth, IA",449676,497846,587907,607274,640094,724422,702298,702352,755025
"19111","Lee, IA",1239095,1307841,1340825,1309461,1303026,1332210,1456324,1492654,1548956
"19113","Linn, IA",8490637,9235147,10208953,10980494,11020209,12125542,12040012,12792579,13521424
"19115","Louisa, IA",407619,389369,409083,370301,425631,476679,558794,627971,588470
"19117","Lucas, IA",186984,194839,216642,232566,240319,240254,249186,240409,244531
"19119","Lyon, IA",289646,316245,384381,379167,441887,417671,482248,411216,538710
"19121","Madison, IA",225947,241126,279358,280709,304822,339347,335091,329502,323924
"19123","Mahaska, IA",457237,490276,579085,580722,650398,686904,720636,682979,661846
"19125","Marion, IA",1069041,1115751,1262723,1353581,1377422,1424701,1383218,1302349,1309429
"19127","Marshall, IA",1249231,1235538,1335762,1346434,1408691,1552723,1834754,2087499,1942465
"19129","Mills, IA",261753,272675,302309,294625,318861,334482,374988,418433,388959
"19131","Mitchell, IA",271714,258396,303129,303095,337956,369507,420598,391604,467040
"19133","Monona, IA",218404,232237,258450,233048,223681,269604,299508,339530,288124
"19135","Monroe, IA",230027,239738,262800,267542,294466,324475,363569,406095,396869
"19137","Montgomery, IA",304036,297588,343595,343546,368650,374442,381351,398309,375293
"19139","Muscatine, IA",1865377,1883032,1970840,2038406,2191328,2236776,2210266,2071367,2058288
"19141","O'Brien, IA",383112,426841,469482,467924,490348,517959,559376,516316,591275
"19143","Osceola, IA",205329,212970,263644,255465,375757,394868,367582,253008,315695
"19145","Page, IA",354781,376591,432432,431578,461679,472653,495703,536878,514500
"19147","Palo Alto, IA",239958,272504,328777,334092,453416,508688,480062,395684,408067
"19149","Plymouth, IA",753362,810023,915035,899343,942845,1015407,1080732,1092329,1148521
"19151","Pocahontas, IA",233935,239367,280316,266394,293332,312163,391216,376111,347937
"19153","Polk, IA",20549767,22823939,25432923,27856787,27322296,30826723,27733081,27696517,28533552
"19155","Pottawattamie, IA",2442663,2600616,2828724,2959267,3221489,3473406,3781992,3961313,3712762
"19157","Poweshiek, IA",664201,694877,781361,796467,819553,895462,840141,820867,846241
"19159","Ringgold, IA",80490,81715,108920,105703,111148,104508,109927,125040,129229
"19161","Sac, IA",255112,249315,328570,318050,323519,378177,411952,383618,439877
"19163","Scott, IA",5734876,5843674,6304939,6770302,6874061,7229871,7265231,7084412,7278875
"19165","Shelby, IA",309452,305220,374760,379809,400207,446094,502511,516824,539366
"19167","Sioux, IA",1109099,1256588,1356338,1385254,1542634,1546178,1641257,1431524,1644502
"19169","Story, IA",2607743,2759792,2944800,3096753,3293876,3476515,3724563,3654220,3731450
"19171","Tama, IA",357939,335564,427654,408009,441319,498859,505913,526678,510787
"19173","Taylor, IA",114430,128225,165848,157515,171369,196330,203025,212742,202345
"19175","Union, IA",346442,350970,413442,425787,451681,459069,481756,484965,530332
"19177","Van Buren, IA",129778,142930,182841,175392,197831,209626,212658,199038,206793
"19179","Wapello, IA",1101422,1133529,1172051,1145542,1297913,1409000,1525823,1590853,1494488
"19181","Warren, IA",569283,593233,651559,671608,703739,743294,788244,823509,831630
"19183","Washington, IA",440419,455619,521201,515016,588077,631600,683584,653796,724174
"19185","Wayne, IA",122111,124388,142039,139021,146240,154225,167164,177760,173772
"19187","Webster, IA",1589885,1706686,1714393,1643797,1722939,1659570,1900160,1980229,2255861
"19189","Winnebago, IA",286662,291473,335923,327501,349614,403348,413227,359396,417748
"19191","Winneshiek, IA",578045,602458,668685,681796,714933,748248,781054,735814,810441
"19193","Woodbury, IA",3509596,3706142,4085191,4381608,4593995,4875013,5311692,5029907,4926313
"19195","Worth, IA",137675,139505,174366,171057,299254,347106,322962,280035,305150
"19197","Wright, IA",420676,433047,502808,483083,512758,597003,628088,562619,601525
"20001","Allen, KS",348548,366273,392934,374253,393908,412728,448795,467475,475342
"20003","Anderson, KS",135097,137072,142542,142328,155287,175700,197815,205902,194875
"20005","Atchison, KS",413995,388411,416904,408922,456616,506367,500682,486176,489929
"20007","Barber, KS",133833,157938,154798,171120,208689,201482,236136,198055,231637
"20009","Barton, KS",684643,736502,791514,836736,960900,1021371,1132554,1075241,1116869
"20011","Bourbon, KS",424633,424411,462555,466532,529689,522210,523185,534628,518633
"20013","Brown, KS",236082,277029,336165,326812,326036,378247,364858,437001,362643
"20015","Butler, KS",1037188,1154142,1073996,1315119,1549435,1667722,1487920,1568926,1621327
"20017","Chase, KS",53466,53141,62077,71220,83672,88682,91743,89779,92094
"20019","Chautauqua, KS",63358,57874,57020,56465,62307,63008,64867,68621,73115
"20021","Cherokee, KS",376452,401815,417819,435393,465869,523633,559353,540161,580390
"20023","Cheyenne, KS",53991,63491,53360,60236,63567,93381,96502,99216,113366
"20025","Clark, KS",60945,74301,66819,74879,76049,78287,90205,80838,98295
"20027","Clay, KS",149965,161910,198172,192827,214251,227419,274812,261625,276148
"20029","Cloud, KS",204959,234049,253128,254849,282504,308308,363690,322853,331516
"20031","Coffey, KS",439627,465741,530645,507249,564876,583478,602970,686594,737254
"20033","Comanche, KS",50470,66654,59951,68495,71050,78321,86735,67574,73641
"20035","Cowley, KS",869753,870218,883155,860085,993241,1062196,1090842,1051245,1087240
"20037","Crawford, KS",968889,957354,972598,1015333,1076256,1128392,1222323,1243802,1250867
"20039","Decatur, KS",74680,77086,62158,91842,71644,113151,119376,121156,133420
"20041","Dickinson, KS",376861,425131,451592,444939,513876,503323,570306,580833,562572
"20043","Doniphan, KS",151927,145971,188277,195547,215983,273209,268824,263819,218830
"20045","Douglas, KS",3007407,3013046,3132064,3215728,3309420,3443898,3690101,3764958,3757065
"20047","Edwards, KS",104995,107449,108498,111669,101449,134891,146258,158238,152222
"20049","Elk, KS",48932,48111,54329,55806,62500,68084,51911,49938,63929
"20051","Ellis, KS",827160,843332,876103,915702,996928,1098025,1223315,1188723,1248795
"20053","Ellsworth, KS",141651,163477,173478,162056,179342,205587,225603,204436,207203
"20055","Finney, KS",1078018,1176997,1221310,1263703,1295193,1333909,1534858,1596162,1794111
"20057","Ford, KS",927277,956228,954583,1004842,1027556,1089450,1265942,1381745,1513587
"20059","Franklin, KS",535399,539190,570096,587765,653773,694770,727939,738678,719750
"20061","Geary, KS",1209845,1346303,1487588,1615366,1958776,2352906,2635957,2706686,2990773
"20063","Gove, KS",114281,111038,78906,115811,136408,191123,171596,170164,194617
"20065","Graham, KS",67767,79554,68983,90082,97765,139558,143646,120428,127897
"20067","Grant, KS",300980,355806,361397,427384,391917,408011,474178,463483,524315
"20069","Gray, KS",199926,198781,193187,244589,201023,241217,266357,309766,463801
"20071","Greeley, KS",41415,90322,52514,71898,50496,96215,86857,74490,99295
"20073","Greenwood, KS",113730,122846,128567,131975,163376,171057,148631,137473,152094
"20075","Hamilton, KS",76778,101295,109533,124532,89503,147844,154261,124257,206642
"20077","Harper, KS",141807,181957,179011,197303,237751,221058,240744,206701,215284
"20079","Harvey, KS",754933,794835,859289,864663,923058,937234,1021922,1020534,1002950
"20081","Haskell, KS",252575,235073,243147,285223,223312,230230,248748,295687,349684
"20083","Hodgeman, KS",35122,44665,42524,55878,38763,59913,90577,77825,97665
"20085","Jackson, KS",238646,239330,269997,265706,265567,288718,276588,271524,273667
"20087","Jefferson, KS",205015,224420,235458,233546,257000,280116,293481,320197,307602
"20089","Jewell, KS",53523,83274,78590,67431,88910,96854,118791,99847,93954
"20091","Johnson, KS",24235866,25281283,26165845,28627596,31199366,33928891,35502551,34798932,33304331
"20093","Kearny, KS",139684,169293,162355,181174,155911,181380,192473,188376,226356
"20095","Kingman, KS",153017,176091,190022,199502,255711,229068,247914,213898,222824
"20097","Kiowa, KS",79195,107469,103628,100975,108971,120259,110495,102359,104788
"20099","Labette, KS",481871,485032,521957,544721,609183,655595,698925,658851,687023
"20101","Lane, KS",44145,60400,42279,76630,77921,91293,127952,108722,139530
"20103","Leavenworth, KS",1557984,1646834,1774294,1843828,1953665,2023037,2149483,2295297,2447374
"20105","Lincoln, KS",46425,62723,60505,61784,69130,90450,116412,91346,122013
"20107","Linn, KS",343632,363375,408162,371957,426327,435616,453907,501940,520288
"20109","Logan, KS",69722,91054,76300,98776,80682,126381,121083,122369,141078
"20111","Lyon, KS",900831,937214,981128,983412,1018870,1066301,1103206,1076592,1092193
"20113","McPherson, KS",969574,1061363,1042840,1224461,1456632,1517068,1416874,1483202,1481950
"20115","Marion, KS",196843,234604,273122,271972,266298,292616,298374,295023,296410
"20117","Marshall, KS",267113,282399,363463,364293,399222,384848,418155,393185,419829
"20119","Meade, KS",98786,113415,121633,136697,102152,181048,147834,170864,219129
"20121","Miami, KS",483322,489267,521179,519374,547090,598034,631373,613154,631551
"20123","Mitchell, KS",177969,220786,234733,233622,259481,266187,319490,283595,306907
"20125","Montgomery, KS",921500,1045481,982375,1393938,1183121,1538984,1332027,1374344,1347815
"20127","Morris, KS",104101,111475,113449,111549,119389,118306,118722,146163,137360
"20129","Morton, KS",98865,124440,145615,172473,160086,156381,171030,141692,163177
"20131","Nemaha, KS",224023,238183,296474,283216,256398,311960,323393,356688,352032
"20133","Neosho, KS",417595,440571,459922,479678,538635,557510,568024,511432,534358
"20135","Ness, KS",85134,105398,98243,111380,120610,167736,197181,157437,170247
"20137","Norton, KS",129635,148215,155940,174779,171593,210575,190790,203726,245924
"20139","Osage, KS",170355,171999,193781,186573,200887,224858,240828,268363,250024
"20141","Osborne, KS",87748,104198,100617,102463,121349,131113,148400,144118,160041
"20143","Ottawa, KS",82512,95680,106088,95456,125099,111714,134259,122617,128434
"20145","Pawnee, KS",182426,189187,205494,221254,214197,225039,262370,262756,270546
"20147","Phillips, KS",158256,192463,148630,213522,258736,278142,212891,221346,210656
"20149","Pottawatomie, KS",900966,920643,975617,1057517,1205167,1209508,1216908,1304415,1382434
"20151","Pratt, KS",262895,286930,293366,297638,356116,369914,406814,377242,393746
"20153","Rawlins, KS",70977,78905,54642,67813,62892,96397,119406,97413,127824
"20155","Reno, KS",1579449,1644756,1722177,1778938,1893571,1936577,2098564,2077497,2148249
"20157","Republic, KS",148148,141165,137476,123796,140054,157803,187082,192244,179141
"20159","Rice, KS",172682,213269,244856,241995,259141,275428,327025,321215,341858
"20161","Riley, KS",1523555,1629353,1721501,1779870,1852241,2018727,2186719,2201705,2241180
"20163","Rooks, KS",120449,124322,124928,143440,161780,190820,224957,188333,195311
"20165","Rush, KS",105741,99736,92636,101425,111105,124845,133601,120768,132055
"20167","Russell, KS",144187,166062,166223,202104,243836,290281,287656,269680,290171
"20169","Saline, KS",1890596,1942050,2039386,2137327,2331844,2379126,2475496,2438189,2456800
"20171","Scott, KS",147203,162613,118468,201835,165734,124888,226909,293643,395810
"20173","Sedgwick, KS",18194493,18110662,18546933,19056269,21566456,23815460,24229034,22013484,23287079
"20175","Seward, KS",675953,702445,720324,774272,845284,875653,967993,962447,982518
"20177","Shawnee, KS",6576644,6724496,6980035,7130209,7156871,7655803,7981651,8128968,8248160
"20179","Sheridan, KS",71356,92724,87951,111915,62685,149991,128915,142023,130737
"20181","Sherman, KS",139255,164372,143503,179104,168321,261281,228151,260737,282589
"20183","Smith, KS",79255,104004,95751,103986,133037,136337,146821,139152,152328
"20185","Stafford, KS",114670,121140,132761,132776,150591,154907,154936,170049,161176
"20187","Stanton, KS",73405,88807,91543,121180,83554,152545,143617,139473,175587
"20189","Stevens, KS",172383,227011,262046,278048,233117,316260,338329,278694,315000
"20191","Sumner, KS",363239,413182,463256,458823,595100,591661,669553,574955,622518
"20193","Thomas, KS",215709,253549,223435,283231,257464,378204,387979,347332,459269
"20195","Trego, KS",72106,85228,72255,89498,84612,129106,153082,143879,160021
"20197","Wabaunsee, KS",100415,80266,83941,89158,95054,119920,152658,121421,109597
"20199","Wallace, KS",34168,56341,41170,50469,36831,82017,82466,62078,104665
"20201","Washington, KS",109626,106912,144129,142962,129231,163524,180415,178448,184209
"20203","Wichita, KS",137203,129081,91578,144786,116120,124522,178123,142744,209709
"20205","Wilson, KS",231970,240232,256226,264221,300342,340407,335400,303482,307823
"20207","Woodson, KS",54699,51529,57163,57850,63465,73309,65000,60520,76538
"20209","Wyandotte, KS",5871674,5964663,6271263,6496900,7230209,7492207,7820036,7485462,8185201
"21001","Adair, KY",234641,245558,248289,264164,280384,292420,304229,304841,317397
"21003","Allen, KY",286041,289049,304763,304379,339515,361998,335502,326238,368014
"21005","Anderson, KY",307457,326686,328744,353675,391058,375978,384688,383680,398898
"21007","Ballard, KY",255522,259414,263064,284414,292848,296955,301159,347351,356861
"21009","Barren, KY",1107638,1114725,1174599,1185372,1214758,1167631,1148166,1068163,1207356
"21011","Bath, KY",137445,134197,134761,130101,132092,141969,140923,130284,133937
"21013","Bell, KY",560465,568461,565839,587505,648818,698877,722330,714791,743015
"21015","Boone, KY",5253367,5656701,5865508,6307056,6011659,6061861,6293140,6123447,6405228
"21017","Bourbon, KY",431992,418092,510131,497077,573709,558817,534444,513429,581783
"21019","Boyd, KY",2194390,2268548,2397864,2591622,2792140,2768673,3034924,2901929,2984989
"21021","Boyle, KY",991878,991933,1008961,1023719,1030501,1021502,1032890,1018527,1060356
"21023","Bracken, KY",95541,96032,99000,100981,109573,113755,110910,110918,121604
"21025","Breathitt, KY",213260,226913,219981,240358,278012,283716,297459,261901,266669
"21027","Breckinridge, KY",201699,207828,222364,242240,258877,273136,279002,291942,307108
"21029","Bullitt, KY",749092,792564,888709,997480,1042562,1172637,1287487,1305639,1423480
"21031","Butler, KY",212576,205322,210460,213449,231926,213683,205691,204323,235784
"21033","Caldwell, KY",264065,274619,288343,309631,340542,330468,316742,296769,323002
"21035","Calloway, KY",863094,907754,964861,1027113,1087693,1127405,1172175,1200735,1204334
"21037","Campbell, KY",1825217,1885328,1937521,2026706,2250753,2329134,2378113,2310609,2425210
"21039","Carlisle, KY",51983,68737,83886,79256,80947,84218,84367,111382,119923
"21041","Carroll, KY",712032,804921,1106839,1130158,1260634,1131155,1110099,984694,1043415
"21043","Carter, KY",348177,361508,368214,388083,399674,414959,436686,428009,447404
"21045","Casey, KY",208008,209628,217217,227713,240028,244656,235285,233132,251342
"21047","Christian, KY",3111335,3407238,3663101,4316118,4706636,4860202,5266588,5330410,5623127
"21049","Clark, KY",970308,1017000,1065449,1114884,1176651,1163840,1152380,1111892,1143041
"21051","Clay, KY",249985,254712,265004,277295,286668,294613,311395,318718,336501
"21053","Clinton, KY",246221,225369,228244,227210,263602,290073,311549,287041,290310
"21055","Crittenden, KY",123038,119286,124238,142581,148760,142923,136325,149311,152644
"21057","Cumberland, KY",95327,93514,93664,95411,102546,103322,107185,103514,115243
"21059","Daviess, KY",2713271,2837453,2977427,3126407,3311394,3408171,3599540,3626096,3896713
"21061","Edmonson, KY",104834,107936,106664,108465,119513,125698,128325,125636,139104
"21063","Elliott, KY",49533,54544,44678,50565,58797,62439,65295,63884,68364
"21065","Estill, KY",149893,152960,159939,157134,166923,175715,177584,180292,195202
"21067","Fayette, KY",11755637,11814728,12495419,13343298,13864964,14837402,15280440,14995846,15565675
"21069","Fleming, KY",218419,219430,230518,243185,251783,243749,239156,227265,247778
"21071","Floyd, KY",737069,758840,807971,903245,1015803,1110615,1202257,1080695,1067778
"21073","Franklin, KY",2042975,2096681,2138451,2237657,2312199,2375453,2396525,2340988,2556887
"21075","Fulton, KY",182680,220270,233557,230107,229750,199055,214820,230621,216431
"21077","Gallatin, KY",171410,198325,198688,205968,247023,215906,196059,180010,210294
"21079","Garrard, KY",143266,150418,164553,163817,177361,182676,173207,176246,185922
"21081","Grant, KY",331778,337713,342028,353125,376204,391141,378593,370232,414397
"21083","Graves, KY",825686,823196,902126,875249,903308,967422,1030003,1125226,1158768
"21085","Grayson, KY",432417,442447,468037,486625,511162,506298,496002,517561,541593
