"GeoFips","GeoName","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"05051","Garland, AR",2870775,2894331,2927055,2983561,3097970,3151472,3259494,3367953,3500689
"05053","Grant, AR",313197,333167,358032,383402,394879,406746,410046,435694,452963
"05055","Greene, AR",1243436,1339401,1357469,1315365,1382890,1369462,1396401,1439799,1482737
"05057","Hempstead, AR",672781,706714,850036,917986,879929,907021,998446,999273,982335
"05059","Hot Spring, AR",742526,847750,835334,781951,894848,987411,1010277,1027198,1052828
"05061","Howard, AR",473121,511007,587914,636219,652427,630052,647398,665954,605494
"05063","Independence, AR",1712942,1696448,1799641,1856695,1664462,1779127,1832107,1976563,1902860
"05065","Izard, AR",239018,288941,303356,309337,298558,295167,298734,311790,313527
"05067","Jackson, AR",513609,571343,612940,619738,595331,629331,662947,674564,702977
"05069","Jefferson, AR",3312364,3345613,3481025,3372504,3233974,3220147,3230587,3272039,3307945
"05071","Johnson, AR",614375,628417,770700,774904,710147,677276,679633,696151,683240
"05073","Lafayette, AR",133706,175272,181387,191188,173068,157259,153783,153418,144137
"05075","Lawrence, AR",340143,389725,441613,471795,400075,434864,455035,467710,468472
"05077","Lee, AR",289252,229235,227044,182458,186904,182295,194985,188649,223906
"05079","Lincoln, AR",226187,254003,306786,262990,277709,264968,253929,258876,266600
"05081","Little River, AR",527920,549009,543033,531311,475256,512040,541895,581702,598119
"05083","Logan, AR",467661,514413,528985,575944,567829,531577,532864,564003,517413
"05085","Lonoke, AR",1084152,1137657,1239028,1239906,1245685,1255954,1307464,1337926,1358677
"05087","Madison, AR",266515,316441,338064,381246,387366,352611,381735,395942,364015
"05089","Marion, AR",384246,338700,373031,413346,596624,555055,580779,547946,613197
"05091","Miller, AR",1260572,1262939,1222585,1214925,1311389,1323108,1333068,1372508,1446957
"05093","Mississippi, AR",2204904,2236861,2098451,2033406,2010792,2164398,2243357,2493934,2669998
"05095","Monroe, AR",235388,235852,271061,215668,184586,181978,197552,199676,219473
"05097","Montgomery, AR",135183,147727,149452,147439,142501,131089,130334,133933,142650
"05099","Nevada, AR",193919,233922,256263,262251,274776,267519,252574,268502,272061
"05101","Newton, AR",94516,97316,96483,98599,111369,114160,121941,106268,118209
"05103","Ouachita, AR",619058,623626,655938,669053,657058,634496,644421,667090,685791
"05105","Perry, AR",130246,129238,137717,135086,153236,142603,153432,155396,153680
"05107","Phillips, AR",569695,539861,596203,529329,536744,524762,537815,545463,590418
"05109","Pike, AR",211944,211761,220034,254380,259639,248365,249470,264300,262415
"05111","Poinsett, AR",556422,579347,622776,560748,553037,563174,640532,643493,678759
"05113","Polk, AR",418462,450068,476107,505476,519798,503179,527647,560084,548626
"05115","Pope, AR",2594740,2603056,2656408,2778075,2902766,2830248,2861743,2904354,2998000
"05117","Prairie, AR",169018,187680,217174,214466,178348,181540,217579,196161,190168
"05119","Pulaski, AR",24046313,24545956,25304644,25890103,26753223,27211188,27686299,28783412,29745246
"05121","Randolph, AR",347787,363200,388993,416990,392722,419974,461339,485027,496973
"05123","St. Francis, AR",725686,686579,767569,754881,744515,731293,750292,762886,796173
"05125","Saline, AR",1807646,1870275,1925855,2018323,2140918,2202436,2285971,2400941,2483841
"05127","Scott, AR",212597,229505,262676,277102,279499,265856,283233,298301,271523
"05129","Searcy, AR",132351,131754,130927,133919,139532,148811,169629,175224,188234
"05131","Sebastian, AR",6116279,6127632,6037472,6047560,6129613,6230608,6373083,6637481,6775014
"05133","Sevier, AR",352667,382566,435273,492910,512381,507449,497402,519671,468156
"05135","Sharp, AR",287438,301756,322415,353885,377596,364254,370411,382681,360309
"05137","Stone, AR",192921,205059,204009,239488,244761,237932,259062,252795,256725
"05139","Union, AR",2149816,2285002,2395483,3182168,2920959,2705350,2517325,2687045,2690071
"05141","Van Buren, AR",848024,737558,863446,929041,603221,509711,517318,492642,465595
"05143","Washington, AR",7630744,7990163,8637571,9117523,9753702,10302017,10832789,11255254,11428996
"05145","White, AR",2546659,2469661,2463809,2519247,2275387,2209445,2240519,2291686,2327269
"05147","Woodruff, AR",214228,243461,253061,224172,202724,199100,235983,231284,233724
"05149","Yell, AR",440999,469447,535498,580843,582195,569250,591394,618180,571768
"06001","Alameda, CA",92823595,97203584,102651288,109296260,119856797,126100394,133468782,140288623,146210749
"06003","Alpine, CA",96591,98033,100000,111008,119072,119011,116547,118241,133889
"06005","Amador, CA",1443179,1398967,1491459,1578560,1665400,1744001,1823491,1901466,2067676
"06007","Butte, CA",7802664,7711583,8119398,8292752,8765121,9429548,10068365,10469296,11314675
"06009","Calaveras, CA",1173334,1090936,1113273,1281881,1378859,1530796,1598135,1598869,1879126
"06011","Colusa, CA",1361564,1248187,1380795,1188604,1462227,1445132,1374592,1655869,1678303
"06013","Contra Costa, CA",59471228,61746098,62865096,68280818,69208294,67278334,73049286,78720034,80217242
"06015","Del Norte, CA",765181,762672,769608,797883,828437,862996,878225,911762,983181
"06017","El Dorado, CA",6018434,5940344,6248273,6630702,7069998,7690407,8240732,8646858,9302830
"06019","Fresno, CA",35720696,35315551,37604735,39655788,41530645,43135475,45781155,47838637,50736641
"06021","Glenn, CA",1072436,1043807,1168835,1057173,1073734,1140488,1133067,1291049,1367264
"06023","Humboldt, CA",5165619,5130410,5227096,5420505,5642896,5866863,6151528,6440305,6906095
"06025","Imperial, CA",7170451,6921213,7489047,8031489,8561955,8381827,8666402,8667650,9334680
"06027","Inyo, CA",1015432,1024042,1151293,1187801,1235164,1325129,1382763,1344268,1435942
"06029","Kern, CA",45318708,47559076,48212860,49238908,44260330,43109241,45892937,48734093,50261412
"06031","Kings, CA",5711347,5378069,5549191,6096096,6039700,6083737,6448532,6645763,7163683
"06033","Lake, CA",1707013,1741575,1794461,1990101,2030888,2120390,2085236,2342085,2532409
"06035","Lassen, CA",1181406,1258456,1273526,1284078,1334996,1389240,1306212,1331951,1441448
"06037","Los Angeles, CA",573273776,592432839,617665675,650900997,693677247,719254061,755617399,784709193,819446415
"06039","Madera, CA",4978331,5289625,5521365,5912729,5653491,6122107,6468415,6669130,7071620
"06041","Marin, CA",16437686,17172987,17973816,19289467,20580803,22753889,25199062,26599084,27489610
"06043","Mariposa, CA",621731,585907,595315,626682,658271,719176,781459,916095,1000996
"06045","Mendocino, CA",3135233,3194104,3331859,3494724,3688033,3823849,3956339,4186105,4475367
"06047","Merced, CA",7705641,7704366,8268420,9241128,9285603,9273118,10182068,10242532,10922271
"06049","Modoc, CA",355399,336444,350891,371785,389311,398841,402779,413728,473141
"06051","Mono, CA",969689,924899,967800,998104,1033177,1092294,1222042,1181003,1347957
"06053","Monterey, CA",20395490,21344927,23300215,24086389,25734854,26110455,27076262,28216017,29455388
"06055","Napa, CA",7520165,8162828,8724840,9514255,10344704,10761613,11074508,11286400,11816527
"06057","Nevada, CA",3784997,3792663,3913506,4044427,4241535,4424759,4565821,4735076,5181790
"06059","Orange, CA",181345626,193612691,201731945,210750539,225178787,234053392,247314645,256981877,269229776
"06061","Placer, CA",15219014,16143073,16937330,17895851,19504256,20714795,21593906,23066409,24708238
"06063","Plumas, CA",1080652,969371,941861,1019280,1027866,1114150,1264844,1215905,1461490
"06065","Riverside, CA",61412667,63100535,67389339,71670835,77759407,81022880,84997016,89246521,95533449
"06067","Sacramento, CA",69688605,71726795,75774455,79776333,85025995,87113990,91234514,96046470,102787696
"06069","San Benito, CA",1739647,1825527,1877955,2029689,2151892,2237187,2364229,2478296,2662858
"06071","San Bernardino, CA",67427304,69568944,73050852,78001195,84003184,88057649,92252864,96775772,104106853
"06073","San Diego, CA",174636986,180309903,191006452,201384751,213594695,220259799,230605088,242242089,253117792
"06075","San Francisco, CA",100725819,112935708,120460294,132893960,145729218,160056799,175626907,189085650,203486742
"06077","San Joaquin, CA",22599375,23489838,24904283,26278627,28201374,29028714,30679432,32511586,34339849
"06079","San Luis Obispo, CA",13187672,13751028,14600832,15271893,16395934,16733559,17303812,18270090,19065947
"06081","San Mateo, CA",62177005,77250138,82750224,89724936,97604764,107887887,120942807,127462373,134541113
"06083","Santa Barbara, CA",22316837,23165737,24117212,25180101,26773687,27098590,28534999,29998810,31348798
"06085","Santa Clara, CA",183155336,191452570,211400335,228749517,253235654,269924712,290183893,313535949,331938134
"06087","Santa Cruz, CA",11844572,11944124,12607083,13280804,13819275,14218582,14672217,15446853,16467676
"06089","Shasta, CA",6834789,6691760,6972903,7289062,7682697,8117664,8714538,8888703,9783798
"06091","Sierra, CA",87944,86254,83774,89620,90633,97911,102178,112438,132100
"06093","Siskiyou, CA",1533574,1539079,1548117,1652259,1789470,1853439,1910797,1953024,2147001
"06095","Solano, CA",17224333,19183562,20674886,21510075,22330105,23073540,23586558,24729783,26035209
"06097","Sonoma, CA",22118004,22862641,24103672,25763475,27662706,28771168,30043766,31702754,33339740
"06099","Stanislaus, CA",17925915,18237533,18951773,20658076,21804488,22516653,23982194,24992100,26471782
"06101","Sutter, CA",3232989,3129937,3335679,3284121,3522576,3573386,3691563,3974464,4251128
"06103","Tehama, CA",1657058,1684238,1822656,1831712,1913168,2005664,2248198,2333904,2562777
"06105","Trinity, CA",377264,368519,387863,391935,405958,436385,476752,485650,534617
"06107","Tulare, CA",14360690,13982245,14793086,16709258,16702846,17602085,18921389,19200484,20705405
"06109","Tuolumne, CA",2416230,2140939,2219971,2271667,2412353,2685016,2942555,2860550,3261986
"06111","Ventura, CA",45420957,45711791,47542181,48431085,49480640,49938113,50590762,52200857,54760484
"06113","Yolo, CA",10642386,10984673,11790075,12496093,13520296,14259407,14851041,15696646,16533188
"06115","Yuba, CA",2750525,2726252,2909596,2889857,2967775,3160242,3392823,3485836,3836625
"08001","Adams, CO*",17723036,18438751,19499329,21406995,22850563,24003211,25922496,28238577,30085961
"08003","Alamosa, CO",607230,598768,621317,646513,704281,698195,716511,773655,842111
"08005","Arapahoe, CO",32875849,34632167,37508263,39913794,42277146,43890488,45321839,48372627,50711017
"08007","Archuleta, CO",405732,430897,417098,458142,462179,478512,504660,530181,567800
"08009","Baca, CO",195937,131712,181386,144008,116494,113752,195238,165677,148382
"08011","Bent, CO",194549,177021,187151,173070,167141,160323,156122,160230,167220
"08013","Boulder, CO*",19942937,20433956,21339546,22369792,23740729,24801954,26647359,27944113,30176559
"08014","Broomfield, CO*",6463934,7055670,6929109,6456945,6726437,6633776,7269951,7021958,7551160
"08015","Chaffee, CO",545593,568746,596296,630016,676527,725818,781033,849250,907433
"08017","Cheyenne, CO",249997,207178,249333,208852,127063,122155,145812,156481,159129
"08019","Clear Creek, CO",611971,530232,566864,579229,590220,461188,497221,486386,559651
"08021","Conejos, CO",167538,159341,177578,187223,207035,199910,223025,240894,266773
"08023","Costilla, CO",89049,74818,85632,85277,92404,85915,95728,101231,115606
"08025","Crowley, CO",86027,114033,121257,121916,143338,141288,132226,144633,153000
"08027","Custer, CO",104938,103931,111696,120308,137063,124876,125790,136130,149955
"08029","Delta, CO",866188,909927,889136,857900,838689,793102,812339,884182,956666
"08031","Denver, CO",51966505,54781942,58919825,62787755,66951668,68738243,72548327,77599672,81827595
"08033","Dolores, CO",156008,88658,108439,214272,156323,114816,125534,118288,107682
"08035","Douglas, CO",11390994,12458534,12915868,13808315,15035994,15555785,16601148,18107594,19617598
"08037","Eagle, CO",2583872,2583885,2927933,3168275,3428562,3585240,3789592,4044942,4281672
"08039","Elbert, CO",365832,383145,395213,401388,421685,450763,502700,579438,717044
"08041","El Paso, CO",28057250,28659651,29435000,30100815,31260912,32194035,34025788,35856472,37956933
"08043","Fremont, CO",1233866,1244709,1215564,1276938,1351928,1400026,1448720,1535814,1646304
"08045","Garfield, CO",4156646,3769477,3952462,4219027,3328873,3268021,3526919,3738527,3629282
"08047","Gilpin, CO",581597,552338,567189,555948,586593,598943,671119,633926,623633
"08049","Grand, CO",616358,619771,652936,681689,733259,760741,825344,879160,958729
"08051","Gunnison, CO",1119249,1122315,971013,974697,972321,989020,1115573,1163097,1225019
"08053","Hinsdale, CO",34195,33126,34622,35779,37215,39598,43879,45659,53279
"08055","Huerfano, CO",262086,193605,207127,245783,225791,235742,273998,291585,300832
"08057","Jackson, CO",70607,53725,60704,73946,76069,77106,93035,120504,123172
"08059","Jefferson, CO*",23517018,24105280,24849224,26157386,27841619,29572683,31059070,33068742,35165953
"08061","Kiowa, CO",82964,79220,103651,79903,50509,50053,58844,61199,81498
"08063","Kit Carson, CO",412986,378339,378365,371267,360945,399915,357592,325398,443231
"08065","Lake, CO",190672,264217,260507,275419,259557,254198,294540,316519,368996
"08067","La Plata, CO",3377094,3175397,3571655,3800771,3180679,3075042,3196234,3345267,3308402
"08069","Larimer, CO",12556794,13108117,14009033,14957438,16087243,16978675,18509942,19828717,20736490
"08071","Las Animas, CO",748629,670933,701527,746423,573143,575498,616155,661773,657578
"08073","Lincoln, CO",234676,276970,319975,363663,356589,353089,375218,386381,392377
"08075","Logan, CO",1025256,1090884,1108695,1149475,1250390,1259824,1131519,1120384,1226120
"08077","Mesa, CO",5509756,5613515,5629967,5831776,5898404,5910755,6313623,6771725,7096665
"08079","Mineral, CO",44988,47944,53777,53235,59458,60389,63457,69605,77997
"08081","Moffat, CO",1205019,1103720,1076458,1145844,1058870,1012765,1040628,1015651,1089678
"08083","Montezuma, CO",1855569,1544534,1341936,1657112,1417309,1284682,1500651,1488887,1414583
"08085","Montrose, CO",1265573,1288241,1286430,1321907,1408702,1403177,1487407,1627361,1717958
"08087","Morgan, CO",1325010,1381755,1413154,1496422,1560652,1518033,1550046,1702017,1784958
"08089","Otero, CO",557060,562712,593675,574016,609113,598209,615017,670398,730016
"08091","Ouray, CO",155533,171542,201936,212817,228863,214794,219235,229813,250115
"08093","Park, CO",342708,348497,349917,353471,386076,412356,443124,471385,536028
"08095","Phillips, CO",244150,224003,201566,202830,172185,203706,188613,208790,227827
"08097","Pitkin, CO",1519434,1599979,1721680,1864757,1973841,2090652,2180938,2296367,2418543
"08099","Prowers, CO",511313,551633,597514,553311,541149,566161,532888,572501,644833
"08101","Pueblo, CO",5405472,5630735,5634353,5725695,6029938,6243005,6529371,6834506,7234789
"08103","Rio Blanco, CO",910144,792921,816940,855319,547215,498022,518220,575443,565488
"08105","Rio Grande, CO",392795,359465,388345,393035,432459,434108,451715,510782,562219
"08107","Routt, CO",1910792,1873016,1820841,1815053,1698756,1697635,1820771,1877767,2006516
"08109","Saguache, CO",178613,151406,171595,168767,199664,181583,179487,213038,260329
"08111","San Juan, CO",33568,32614,40287,59283,62586,55690,61913,37552,42409
"08113","San Miguel, CO",477105,478016,518716,563757,639568,640653,666292,674543,716960
"08115","Sedgwick, CO",131463,129594,122266,122388,96645,102571,76593,85649,100288
"08117","Summit, CO",1735612,1745996,1799433,1882250,2069513,2204716,2429715,2596707,2801481
"08119","Teller, CO",750977,746045,751110,795338,835127,833041,928435,934683,1050138
"08121","Washington, CO",261589,235941,230154,206594,187354,163095,165433,177943,191550
"08123","Weld, CO*",10976437,11937442,13745206,16304556,14847684,14798021,16991143,20267534,19889946
"08125","Yuma, CO",737840,781215,728680,724985,646083,668009,482682,506966,606881
"09001","Fairfield, CT",76656285,81753538,81499102,82695041,86074720,87004972,88187631,90679271,93201734
"09003","Hartford, CT",72297913,73755322,71825398,75395746,82444042,83945763,85655542,87708835,89373559
